t_s,roll_madgwick,roll_mahony,roll_simple_kf,roll_ekf,roll_ekf9state,roll_complementary,roll_lowpass,roll_highpass
1.55,5.3403,23.5389,32.773,30.0848,30.5971,29.8861,30.281,0.0075
1.555,5.3566,23.5782,32.8077,30.1735,30.6143,29.9184,30.4706,0.0067
1.56,5.3724,23.6096,32.8177,30.1658,30.6129,29.9202,30.4101,0.0054
1.565,5.3911,23.6522,32.8574,30.266,30.635,29.9588,30.6152,0.007
1.57,5.4078,23.6824,32.8618,30.2332,30.6303,29.954,30.4836,0.0065
1.575,5.4258,23.708,32.8484,30.1312,30.6128,29.9269,30.1942,0.0075
1.58,5.4398,23.7321,32.8394,30.0647,30.598,29.9072,30.0289,0.0044
1.585,5.4577,23.7682,32.8607,30.1082,30.607,29.9251,30.1391,0.0052
1.59,5.4777,23.803,32.873,30.1108,30.6102,29.9315,30.1341,0.0081
1.595,5.4936,23.8361,32.889,30.1405,30.6154,29.944,30.2061,0.0068
1.6,5.5117,23.872,32.9096,30.1814,30.6248,29.9619,30.2942,0.0078
1.605,5.5301,23.908,32.9292,30.2167,30.6338,29.9788,30.3604,0.0092
1.61,5.5494,23.943,32.9442,30.2318,30.6399,29.99,30.3709,0.0114
1.615,5.5671,23.9837,32.9812,30.3369,30.662,30.0295,30.6059,0.012
1.62,5.5826,24.0244,33.0231,30.4628,30.6873,30.0757,30.8776,0.0104
1.625,5.597,24.0514,33.023,30.4265,30.682,30.0698,30.7326,0.0077
1.63,5.6155,24.0826,33.0275,30.3996,30.6814,30.069,30.6178,0.0091
1.635,5.6346,24.1063,33.0067,30.2768,30.6629,30.0369,30.2794,0.0112
1.64,5.6517,24.1371,33.0133,30.2723,30.6639,30.0403,30.2679,0.0112
1.645,5.6697,24.1707,33.0272,30.2949,30.6706,30.053,30.3219,0.0122
1.65,5.6873,24.2068,33.0502,30.3534,30.6839,30.0772,30.4597,0.0127
1.655,5.7028,24.2387,33.0644,30.3824,30.6907,30.0912,30.5184,0.0112
1.66,5.7188,24.263,33.053,30.3128,30.6795,30.0736,30.3301,0.0101
1.665,5.735,24.2894,33.0483,30.2732,30.6733,30.0648,30.2327,0.0092
1.67,5.7577,24.3223,33.0501,30.2426,30.6738,30.0628,30.1509,0.0148
1.675,5.7681,24.3477,33.0555,30.2639,30.6735,30.0688,30.2321,0.0081
1.68,5.7839,24.3644,33.0208,30.1169,30.6468,30.0239,29.8798,0.0069
1.685,5.7997,24.3821,32.9895,29.9918,30.6226,29.9841,29.6115,0.0057
1.69,5.8155,24.4075,32.9835,29.9703,30.6164,29.9764,29.6189,0.0044
1.695,5.8332,24.4314,32.9686,29.9115,30.6046,29.9575,29.5261,0.005
1.7,5.8462,24.4581,32.9737,29.9457,30.6055,29.965,29.677,0.001
1.705,5.8583,24.4916,33.0033,30.075,30.6234,30.0035,30.0457,-0.004
1.71,5.8766,24.5171,32.9928,30.0287,30.6156,29.9906,29.9339,-0.0028
1.715,5.8952,24.5395,32.9717,29.9444,30.6008,29.9649,29.7381,-0.0012
1.72,5.9111,24.5722,32.9905,30.0247,30.6127,29.9899,29.9686,-0.0025
1.725,5.9235,24.5876,32.961,29.9286,30.5906,29.9561,29.7525,-0.0072
1.73,5.9407,24.612,32.9501,29.8944,30.5829,29.9445,29.6945,-0.0069
1.735,5.9591,24.6331,32.9265,29.812,30.5671,29.9174,29.5196,-0.0056
1.74,5.9753,24.6584,32.9212,29.8097,30.5631,29.9141,29.5597,-0.0064
1.745,5.9945,24.6758,32.8842,29.6798,30.5388,29.871,29.2739,-0.0042
1.75,6.0082,24.7119,32.9209,29.8523,30.5626,29.9212,29.7653,-0.0077
1.755,6.0231,24.7331,32.9059,29.8171,30.5522,29.9069,29.6969,-0.0098
1.76,6.0432,24.7627,32.907,29.8311,30.5544,29.9117,29.7425,-0.0068
1.765,6.0574,24.792,32.9206,29.909,30.5633,29.9336,29.9531,-0.0097
1.77,6.0734,24.8177,32.9187,29.9197,30.5624,29.9359,29.9751,-0.0107
1.775,6.0915,24.8438,32.9134,29.9123,30.5603,29.9338,29.9464,-0.0097
1.78,6.1094,24.8633,32.8875,29.8282,30.5444,29.9065,29.7336,-0.009
1.785,6.1282,24.8901,32.8833,29.8287,30.5434,29.9062,29.7448,-0.0072
1.79,6.1453,24.9165,32.882,29.8454,30.5438,29.9102,29.7982,-0.0071
1.795,6.1638,24.9367,32.8577,29.7714,30.5297,29.8857,29.6209,-0.0057
1.8,6.1834,24.9763,32.8944,29.9295,30.5562,29.9367,30.0247,-0.0032
1.805,6.1998,25.0082,32.9135,30.0232,30.5702,29.9666,30.2416,-0.0039
1.81,6.2223,25.0344,32.8994,29.9691,30.5649,29.9539,30.0635,0.0017
1.815,6.2388,25.0542,32.8791,29.9128,30.5534,29.9354,29.9129,0.0011
1.82,6.2518,25.0778,32.8794,29.9474,30.5542,29.9435,30.007,-0.003
1.825,6.2684,25.0914,32.839,29.8166,30.5299,29.9006,29.6789,-0.0035
1.83,6.2832,25.1147,32.8351,29.8364,30.5288,29.9038,29.7534,-0.0058
1.835,6.2991,25.1443,32.8488,29.9189,30.5395,29.9286,29.9704,-0.0069
1.84,6.3147,25.174,32.8644,30.0057,30.5514,29.9557,30.1788,-0.0085
1.845,6.333,25.2019,32.8676,30.0341,30.5565,29.9668,30.2194,-0.0072
1.85,6.3502,25.2246,32.8562,30.0098,30.552,29.9604,30.1317,-0.007
1.855,6.3684,25.2539,32.8648,30.0602,30.5607,29.9785,30.2345,-0.006
1.86,6.3882,25.2768,32.8486,30.0106,30.5544,29.9659,30.0805,-0.0032
1.865,6.4099,25.3033,32.8407,29.9901,30.5539,29.9632,30.009,0.0015
1.87,6.426,25.3297,32.8453,30.0343,30.5595,29.9775,30.1169,0.0005
1.875,6.4405,25.3471,32.824,29.9836,30.5483,29.9604,29.9862,-0.0021
1.88,6.4562,25.3742,32.8325,30.0449,30.5564,29.9799,30.1391,-0.0034
1.885,6.47,25.4037,32.8529,30.1537,30.5714,30.0145,30.3987,-0.0067
1.89,6.4883,25.4272,32.8436,30.1327,30.5696,30.0114,30.3076,-0.0054
1.895,6.5118,25.45,32.8206,30.0476,30.5611,29.9903,30.0581,0.001
1.9,6.529,25.4755,32.8211,30.0735,30.565,30.0,30.1198,0.0012
1.905,6.5434,25.502,32.8311,30.1423,30.5739,30.0221,30.2872,-0.0015
1.91,6.5597,25.5325,32.8503,30.2373,30.5894,30.0551,30.4996,-0.0022
1.915,6.5743,25.5522,32.8381,30.2146,30.5848,30.0497,30.4106,-0.0046
1.92,6.5916,25.5682,32.8081,30.1189,30.5703,30.0219,30.1462,-0.0044
1.925,6.6121,25.5828,32.7667,29.9772,30.55,29.9798,29.7874,-0.001
1.93,6.6257,25.6014,32.7544,29.9715,30.545,29.9756,29.81,-0.0045
1.935,6.6423,25.6138,32.7151,29.8566,30.5247,29.9377,29.5539,-0.005
1.94,6.662,25.6328,32.691,29.7963,30.5148,29.9181,29.4458,-0.0024
1.945,6.6762,25.6569,32.6962,29.865,30.5208,29.9362,29.6731,-0.0052
1.95,6.691,25.662,32.6384,29.692,30.4887,29.8767,29.2836,-0.0075
1.955,6.7125,25.6846,32.623,29.6685,30.485,29.8684,29.2771,-0.0031
1.96,6.7267,25.6998,32.6,29.6381,30.4739,29.8525,29.268,-0.0059
1.965,6.7442,25.7222,32.5938,29.6635,30.4743,29.8569,29.3846,-0.0055
1.97,6.7631,25.7364,32.5577,29.5713,30.4573,29.8241,29.1963,-0.0036
1.975,6.7804,25.757,32.5462,29.5808,30.4544,29.8224,29.2752,-0.0033
1.98,6.7963,25.7782,32.5406,29.6167,30.4546,29.8284,29.4119,-0.0046
1.985,6.8134,25.8032,32.5448,29.6839,30.4613,29.8462,29.6068,-0.0045
1.99,6.8291,25.8168,32.515,29.6238,30.4472,29.8224,29.4742,-0.0058
1.995,6.8433,25.8424,32.5283,29.7331,30.4581,29.8522,29.7705,-0.0086
2.0,6.8619,25.8665,32.5268,29.7692,30.4622,29.8627,29.8499,-0.0071
2.005,6.8805,25.8841,32.5041,29.7235,30.4536,29.8469,29.7222,-0.0055
2.01,6.8991,25.908,32.5023,29.7593,30.4575,29.8572,29.8065,-0.0039
2.015,6.9194,25.927,32.4811,29.7162,30.4507,29.8434,29.6866,-0.0007
2.02,6.9387,25.962,32.5151,29.8856,30.476,29.8976,30.1006,0.0015
2.025,6.9528,25.9855,32.523,29.9626,30.4839,29.9206,30.2638,-0.0014
2.03,6.9704,26.0021,32.5003,29.9117,30.4754,29.9051,30.0926,-0.0009
2.035,6.9887,26.0218,32.4867,29.8951,30.4725,29.9008,30.0218,0.0005
2.04,7.0091,26.0467,32.4856,29.9216,30.4778,29.9115,30.0603,0.0037
2.045,7.0255,26.0744,32.5031,30.0278,30.4924,29.946,30.3008,0.0031
2.05,7.0398,26.0966,32.5074,30.0854,30.4985,29.9645,30.4072,0.0003
2.055,7.0611,26.1181,32.4937,30.0527,30.4972,29.9591,30.269,0.0046
2.06,7.0773,26.136,32.4801,30.037,30.4938,29.9553,30.1999,0.0038
2.065,7.0964,26.1505,32.4488,29.9469,30.4814,29.929,29.9501,0.0059
2.07,7.1129,26.1698,32.4395,29.9522,30.4806,29.9307,29.9637,0.0054
2.075,7.1342,26.1963,32.4435,29.994,30.4895,29.9477,30.0547,0.0097
2.08,7.1525,26.2219,32.4512,30.0562,30.4993,29.9698,30.195,0.011
2.085,7.1662,26.2298,32.412,29.9521,30.4804,29.9353,29.9267,0.0077
2.09,7.1841,26.2552,32.4209,30.0225,30.4907,29.9592,30.101,0.0085
2.095,7.2033,26.2802,32.4256,30.0704,30.4992,29.9775,30.2016,0.0106
2.1,7.2167,26.2926,32.4021,30.026,30.4893,29.9625,30.0815,0.0071
2.105,7.2322,26.3033,32.3692,29.9429,30.4749,29.9356,29.8732,0.0055
2.11,7.2465,26.3213,32.3626,29.9655,30.4749,29.9413,29.9451,0.0029
2.115,7.2641,26.3403,32.3526,29.9657,30.4745,29.9422,29.9471,0.0035
2.12,7.2828,26.3602,32.3431,29.9649,30.4748,29.9436,29.9443,0.0051
2.125,7.3017,26.3688,32.2965,29.8247,30.4544,29.8994,29.5998,0.0069
2.13,7.32,26.3852,32.2772,29.7956,30.4489,29.8893,29.5593,0.0082
2.135,7.337,26.4005,32.2575,29.7704,30.4428,29.8792,29.5332,0.0081
2.14,7.3577,26.4196,32.2419,29.7507,30.4405,29.8731,29.5117,0.012
2.145,7.377,26.4308,32.2046,29.6555,30.4255,29.8411,29.3094,0.0142
2.15,7.3968,26.4546,32.2073,29.7137,30.433,29.8583,29.4973,0.017
2.155,7.4135,26.4752,32.2069,29.7658,30.4373,29.8722,29.6579,0.0167
2.16,7.432,26.4959,32.2029,29.797,30.4406,29.8812,29.747,0.0182
2.165,7.449,26.5112,32.1851,29.7788,30.4356,29.8736,29.7099,0.0182
2.17,7.4659,26.5251,32.1632,29.7464,30.4282,29.8611,29.6415,0.0181
2.175,7.4812,26.5354,32.1337,29.6919,30.416,29.8398,29.5277,0.0163
2.18,7.4982,26.5595,32.1456,29.79,30.4271,29.8688,29.7927,0.0163
2.185,7.5175,26.5945,32.1882,29.9923,30.4562,29.9348,30.2825,0.0185
2.19,7.5357,26.6049,32.1526,29.8939,30.4423,29.9047,29.9954,0.0197
2.195,7.5532,26.6253,32.1515,29.9324,30.4468,29.9174,30.0733,0.0202
2.2,7.5711,26.6417,32.137,29.9173,30.4441,29.9133,30.0131,0.0211
2.205,7.5848,26.654,32.1189,29.9012,30.4376,29.9059,29.9672,0.0177
2.21,7.6007,26.6657,32.0941,29.8546,30.4285,29.8898,29.8454,0.0166
2.215,7.6145,26.6815,32.0875,29.8839,30.4283,29.8966,29.926,0.0135
2.22,7.6321,26.6912,32.053,29.7973,30.4147,29.8684,29.7064,0.014
2.225,7.6476,26.7089,32.0497,29.8372,30.4169,29.8789,29.8211,0.0125
2.23,7.6678,26.73,32.047,29.8644,30.4217,29.8892,29.8829,0.0156
2.235,7.6878,26.7506,32.043,29.8861,30.4258,29.8978,29.9263,0.0187
2.24,7.7056,26.7666,32.0298,29.8786,30.4238,29.8956,29.9002,0.0194
2.245,7.7203,26.7767,32.0041,29.8328,30.4138,29.8787,29.79,0.0171
2.25,7.74,26.7943,31.9923,29.8278,30.4134,29.878,29.7782,0.0197
2.255,7.7582,26.8132,31.9882,29.8556,30.4165,29.8869,29.851,0.0209
2.26,7.7772,26.8264,31.9639,29.8045,30.4092,29.8709,29.7219,0.0229
2.265,7.7908,26.8327,31.9297,29.7339,30.3942,29.8442,29.5695,0.0195
2.27,7.809,26.8522,31.9285,29.7772,30.3988,29.857,29.6972,0.0208
2.275,7.824,26.8658,31.9156,29.7831,30.3956,29.856,29.7283,0.0188
2.28,7.842,26.8754,31.883,29.7068,30.3835,29.8303,29.5474,0.0197
2.285,7.8546,26.8894,31.8776,29.7503,30.3831,29.8391,29.6879,0.0155
2.29,7.8742,26.9184,31.9055,29.8977,30.4035,29.8872,30.0521,0.018
2.295,7.8913,26.9353,31.8993,29.9164,30.4049,29.8936,30.0745,0.0181
2.3,7.9065,26.9569,31.9133,30.0153,30.416,29.9251,30.297,0.0163
2.305,7.9282,26.9783,31.912,30.0335,30.4222,29.936,30.2885,0.021
2.31,7.9463,26.9967,31.909,30.0552,30.4259,29.9458,30.3011,0.0221
2.315,7.9609,27.0068,31.8875,30.0159,30.4183,29.9335,30.1736,0.0196
2.32,7.9791,27.022,31.8742,29.9992,30.4167,29.9305,30.1062,0.0209
2.325,7.9974,27.0386,31.8658,30.0016,30.4176,29.9335,30.093,0.0221
2.33,8.0119,27.0477,31.842,29.9566,30.4087,29.9185,29.9753,0.0196
2.335,8.0299,27.0641,31.8343,29.9641,30.4098,29.9224,29.9883,0.0206
2.34,8.0481,27.074,31.8049,29.8899,30.3999,29.8998,29.8004,0.0218
2.345,8.0643,27.0818,31.774,29.8192,30.3881,29.8759,29.6427,0.0209
2.35,8.0813,27.0969,31.7651,29.8321,30.388,29.879,29.7008,0.0209
2.355,8.1017,27.1074,31.7338,29.7512,30.3782,29.8539,29.5144,0.0243
2.36,8.1166,27.1218,31.7281,29.7846,30.3785,29.8614,29.6366,0.0223
2.365,8.1358,27.1432,31.7356,29.8542,30.3878,29.8841,29.824,0.0245
2.37,8.1554,27.1653,31.7446,29.9245,30.398,29.9083,29.9945,0.0272
2.375,8.1762,27.1829,31.7367,29.9254,30.4003,29.9114,29.9777,0.0309
2.38,8.1937,27.1936,31.7139,29.8789,30.3933,29.8968,29.855,0.0314
2.385,8.2099,27.2048,31.6959,29.8569,30.3882,29.8887,29.8065,0.0306
2.39,8.2233,27.2244,31.712,29.9706,30.3989,29.9229,30.1005,0.0271
2.395,8.2384,27.2317,31.6844,29.9101,30.3884,29.9028,29.9377,0.0251
2.4,8.2562,27.2481,31.6801,29.9324,30.391,29.9108,29.9858,0.026
2.405,8.276,27.2677,31.6817,29.9694,30.3977,29.9254,30.0616,0.0291
2.41,8.2918,27.2923,31.7094,30.1136,30.4153,29.9727,30.4037,0.028
2.415,8.3098,27.317,31.733,30.2295,30.4319,30.014,30.6419,0.0289
2.42,8.3282,27.3336,31.7286,30.2336,30.435,30.0206,30.5867,0.0304
2.425,8.3434,27.3432,31.7093,30.1909,30.429,30.0097,30.4335,0.0286
2.43,8.3625,27.3609,31.7073,30.2045,30.4335,30.0192,30.4255,0.0307
2.435,8.3801,27.3744,31.6955,30.1846,30.4324,30.0168,30.3422,0.0313
2.44,8.396,27.3926,31.7034,30.2447,30.4401,30.039,30.4682,0.0302
2.445,8.4167,27.415,31.7139,30.2981,30.4517,30.0631,30.5571,0.0339
2.45,8.436,27.4312,31.7076,30.2898,30.4543,30.0666,30.4923,0.0363
2.455,8.4572,27.4479,31.6988,30.2676,30.4566,30.0667,30.3981,0.0405
2.46,8.4722,27.4573,31.6805,30.2287,30.4511,30.0567,30.2878,0.0385
2.465,8.4879,27.4826,31.7129,30.3793,30.4706,30.1084,30.6508,0.0371
2.47,8.4987,27.4839,31.6784,30.2853,30.4551,30.0789,30.3944,0.0309
2.475,8.5174,27.5001,31.6742,30.2878,30.4584,30.085,30.38,0.0326
2.48,8.5348,27.5176,31.6774,30.3211,30.4646,30.1003,30.4466,0.0332
2.485,8.5485,27.5259,31.6598,30.2853,30.4588,30.0908,30.3478,0.0298
2.49,8.5655,27.5449,31.6698,30.346,30.4681,30.1145,30.4873,0.0298
2.495,8.5846,27.5623,31.6694,30.3582,30.4734,30.1245,30.4908,0.0319
2.5,8.604,27.5831,31.68,30.411,30.4843,30.1481,30.5947,0.0343
2.505,8.6204,27.5948,31.6677,30.3838,30.4825,30.144,30.502,0.0337
2.51,8.637,27.6032,31.6444,30.3162,30.4756,30.1265,30.3196,0.0334
2.515,8.6534,27.6182,31.6436,30.3368,30.4793,30.1366,30.3709,0.0327
2.52,8.6717,27.6351,31.6445,30.3574,30.4848,30.1483,30.4131,0.0341
2.525,8.6885,27.6407,31.6122,30.2574,30.4737,30.1197,30.1603,0.0339
2.53,8.7069,27.654,31.6018,30.24,30.4737,30.1177,30.1293,0.0352
2.535,8.7241,27.6716,31.6088,30.2919,30.4814,30.1372,30.2726,0.0354
2.54,8.7401,27.6859,31.6074,30.3125,30.4846,30.1464,30.328,0.0345
2.545,8.7592,27.6963,31.5865,30.2513,30.4801,30.1311,30.1711,0.0366
2.55,8.7765,27.7085,31.5758,30.2363,30.4795,30.1288,30.1458,0.0369
2.555,8.7917,27.7112,31.539,30.1298,30.4653,30.0951,29.9027,0.0351
2.56,8.8098,27.7128,31.4927,29.9855,30.4482,30.0494,29.5808,0.0362
2.565,8.8258,27.7128,31.4461,29.853,30.4298,30.0042,29.3194,0.0352
2.57,8.8439,27.7277,31.4438,29.8867,30.4332,30.0129,29.4791,0.0364
2.575,8.8676,27.7289,31.3846,29.6905,30.4128,29.9508,29.0444,0.0431
2.58,8.8766,27.7262,31.3461,29.6213,30.3942,29.9177,28.9902,0.0352
2.585,8.8944,27.7348,31.3254,29.5981,30.3886,29.9047,29.0262,0.036
2.59,8.9065,27.7368,31.2963,29.5598,30.3759,29.8828,29.0294,0.0311
2.595,8.9222,27.76,31.3287,29.7426,30.3939,29.9352,29.5593,0.0298
2.6,8.9381,27.7653,31.3017,29.6931,30.3843,29.9145,29.4682,0.0288
2.605,8.9529,27.7727,31.2845,29.6854,30.3786,29.9061,29.488,0.0266
2.61,8.967,27.7776,31.2613,29.6577,30.3697,29.8906,29.4567,0.0237
2.615,8.9838,27.7928,31.266,29.7275,30.3752,29.9086,29.658,0.0235
2.62,9.0002,27.8066,31.2668,29.7798,30.3787,29.9217,29.7978,0.023
2.625,9.0199,27.8124,31.234,29.6947,30.3685,29.8929,29.5806,0.0256
2.63,9.0375,27.8308,31.248,29.7944,30.3786,29.9219,29.8403,0.0263
2.635,9.0557,27.8407,31.2323,29.776,30.3755,29.9143,29.7855,0.0276
2.64,9.0758,27.8645,31.2586,29.9105,30.3925,29.9574,30.1062,0.0306
2.645,9.0928,27.8691,31.2288,29.8367,30.3823,29.9324,29.8961,0.0306
2.65,9.1062,27.8692,31.1929,29.7533,30.3673,29.9009,29.6914,0.0271
2.655,9.1254,27.8826,31.1879,29.7734,30.3694,29.906,29.7446,0.0293
2.66,9.1423,27.8937,31.1804,29.7893,30.3692,29.9085,29.7881,0.0293
2.665,9.1641,27.9059,31.1658,29.7642,30.3684,29.9012,29.7157,0.0341
2.67,9.1854,27.9293,31.1893,29.8841,30.3846,29.9405,30.0066,0.0384
2.675,9.202,27.9287,31.1445,29.7553,30.3673,29.8971,29.6731,0.0382
2.68,9.2173,27.9345,31.1245,29.7293,30.3605,29.8847,29.6256,0.0365
2.685,9.2322,27.936,31.0916,29.6569,30.3475,29.8565,29.4686,0.0345
2.69,9.2505,27.946,31.079,29.6546,30.3455,29.8527,29.4881,0.0358
2.695,9.2743,27.9586,31.0625,29.6219,30.3448,29.8427,29.4173,0.0427
2.7,9.2929,27.9811,31.0908,29.7733,30.3612,29.8888,29.815,0.0443
2.705,9.3109,27.9955,31.0939,29.8236,30.3661,29.9037,29.9295,0.0454
2.71,9.3298,28.0143,31.1094,29.9155,30.3771,29.9334,30.1341,0.0473
2.715,9.3453,28.0155,31.0753,29.8263,30.364,29.9029,29.8864,0.0459
2.72,9.3654,28.0395,31.1056,29.9698,30.3821,29.9503,30.2215,0.049
2.725,9.3828,28.0578,31.1234,30.0666,30.3933,29.9827,30.4198,0.0495
2.73,9.4013,28.0607,31.0884,29.9579,30.3816,29.9499,30.0971,0.051
2.735,9.4167,28.0614,31.0535,29.8633,30.3681,29.9181,29.8482,0.0495
2.74,9.4287,28.0731,31.0626,29.9474,30.3723,29.9412,30.0677,0.0445
2.745,9.4407,28.0851,31.0733,30.0329,30.3771,29.9658,30.2704,0.0395
2.75,9.4587,28.1025,31.0874,30.1095,30.3868,29.9929,30.4198,0.0406
2.755,9.474,28.1099,31.0752,30.0914,30.3835,29.9882,30.3328,0.039
2.76,9.4908,28.1194,31.0668,30.0843,30.3826,29.9879,30.2794,0.0388
2.765,9.5035,28.1237,31.0507,30.06,30.376,29.979,30.2006,0.0346
2.77,9.5228,28.1349,31.0424,30.0472,30.3766,29.9781,30.1427,0.037
2.775,9.5377,28.1414,31.0291,30.029,30.3724,29.9721,30.0885,0.0349
2.78,9.5538,28.1486,31.0154,30.0063,30.3688,29.9653,30.0258,0.0341
2.785,9.5717,28.1569,31.0014,29.9791,30.366,29.9579,29.9541,0.0351
2.79,9.5948,28.1692,30.989,29.944,30.3668,29.9511,29.8575,0.0413
2.795,9.617,28.1852,30.9906,29.9664,30.3732,29.9618,29.9131,0.0466
2.8,9.6336,28.1941,30.9824,29.9662,30.3721,29.9616,29.9213,0.0463
2.805,9.652,28.2122,31.0005,30.0595,30.3834,29.9931,30.1533,0.0477
2.81,9.6686,28.2142,30.9698,29.97,30.3727,29.965,29.9208,0.0474
2.815,9.6841,28.2159,30.9408,29.8948,30.362,29.9396,29.7471,0.0459
2.82,9.7,28.2264,30.9405,29.9287,30.3638,29.949,29.8548,0.0449
2.825,9.7167,28.2347,30.9307,29.9236,30.362,29.9468,29.8539,0.0447
2.83,9.7334,28.2424,30.9197,29.9137,30.3596,29.9429,29.8407,0.0444
2.835,9.7486,28.2571,30.9348,30.0059,30.3675,29.9713,30.0812,0.0427
2.84,9.7695,28.2732,30.9418,30.0473,30.3753,29.9882,30.1623,0.0467
2.845,9.7863,28.2863,30.9484,30.0968,30.3806,30.0054,30.2665,0.0465
2.85,9.8021,28.287,30.9169,30.0033,30.369,29.976,30.0149,0.0454
2.855,9.8175,28.3018,30.9329,30.0934,30.3774,30.0049,30.2374,0.0438
2.86,9.8336,28.3065,30.9137,30.0452,30.3713,29.9904,30.0996,0.043
2.865,9.8544,28.3235,30.9247,30.0994,30.3806,30.0117,30.2154,0.0468
2.87,9.8676,28.3306,30.9206,30.1152,30.3793,30.0162,30.245,0.0432
2.875,9.8843,28.3313,30.888,30.014,30.3678,29.9849,29.9785,0.0429
2.88,9.9024,28.34,30.8781,29.9985,30.3667,29.9813,29.943,0.0441
2.885,9.9174,28.3495,30.8786,30.0311,30.3682,29.991,30.0357,0.0422
2.89,9.9337,28.3596,30.878,30.0543,30.3699,29.9989,30.0932,0.0415
2.895,9.951,28.3686,30.8718,30.0526,30.3699,29.9997,30.0824,0.0419
2.9,9.9641,28.3707,30.8528,30.0145,30.3621,29.9857,29.9933,0.038
2.905,9.9799,28.3798,30.8507,30.0337,30.3628,29.9918,30.0461,0.0369
2.91,9.9958,28.3895,30.8502,30.0573,30.3644,29.9998,30.1042,0.036
2.915,10.0109,28.3933,30.8326,30.0182,30.3583,29.9869,30.0057,0.0342
2.92,10.0264,28.389,30.788,29.879,30.3411,29.9411,29.6702,0.0327
2.925,10.0421,28.3985,30.7883,29.9131,30.3427,29.9502,29.7878,0.0315
2.93,10.059,28.4054,30.7773,29.9005,30.3402,29.9453,29.7757,0.0314
2.935,10.0741,28.4102,30.7637,29.8829,30.3357,29.9375,29.7553,0.0297
2.94,10.0915,28.411,30.7323,29.7932,30.3251,29.9074,29.5538,0.0302
2.945,10.1082,28.4096,30.6955,29.69,30.3117,29.8713,29.3377,0.0299
2.95,10.1271,28.4223,30.7,29.7396,30.3166,29.8852,29.5073,0.032
2.955,10.1466,28.4318,30.693,29.7422,30.3171,29.8848,29.5427,0.0345
2.96,10.1658,28.4431,30.6928,29.7706,30.3202,29.8928,29.6369,0.0368
2.965,10.1778,28.4502,30.6956,29.8282,30.3203,29.9058,29.8092,0.0319
2.97,10.1913,28.4536,30.6824,29.8187,30.3148,29.8989,29.7966,0.0284
2.975,10.2126,28.4696,30.6932,29.8777,30.3237,29.9195,29.9344,0.0328
2.98,10.2259,28.4691,30.6681,29.8209,30.3132,29.8977,29.795,0.0293
2.985,10.2404,28.4772,30.6691,29.8618,30.3139,29.9079,29.9045,0.0268
2.99,10.2638,28.4828,30.6413,29.7675,30.3082,29.8805,29.6525,0.0333
2.995,10.2806,28.4946,30.6493,29.8299,30.3132,29.8986,29.8227,0.0333
3.0,10.2964,28.4938,30.6182,29.746,30.3017,29.8691,29.6209,0.0321
3.005,10.3169,28.5061,30.62,29.7758,30.3062,29.8788,29.7045,0.0357
3.01,10.3356,28.5157,30.617,29.7914,30.3077,29.883,29.7493,0.0375
3.015,10.3524,28.5289,30.6303,29.8715,30.3146,29.9073,29.9519,0.0374
3.02,10.3707,28.5397,30.6323,29.9017,30.318,29.9174,30.0107,0.0388
3.025,10.3871,28.5402,30.6047,29.8244,30.3083,29.8915,29.806,0.0384
3.03,10.4085,28.5576,30.6217,29.9037,30.3194,29.9191,29.9926,0.0428
3.035,10.4251,28.5685,30.6281,29.9526,30.3235,29.9347,30.0994,0.0427
3.04,10.4391,28.5777,30.6353,30.009,30.3263,29.9515,30.2223,0.0398
3.045,10.4556,28.5926,30.6555,30.1043,30.3359,29.9835,30.4245,0.0394
3.05,10.4751,28.6065,30.6655,30.148,30.3432,30.0019,30.4774,0.042
3.055,10.4886,28.6098,30.6547,30.1287,30.3386,29.9963,30.3887,0.0386
3.06,10.5061,28.6104,30.6259,30.032,30.3293,29.9677,30.1114,0.0392
3.065,10.5252,28.6209,30.626,30.0431,30.3323,29.9742,30.1216,0.0415
3.07,10.5434,28.6267,30.6131,30.0081,30.3295,29.965,30.0213,0.0427
3.075,10.557,28.6274,30.5941,29.9646,30.3217,29.9494,29.9203,0.0395
3.08,10.5743,28.6331,30.5836,29.9446,30.3193,29.9435,29.877,0.0398
3.085,10.5915,28.6377,30.5694,29.9119,30.3154,29.933,29.8065,0.0401
3.09,10.6,28.6435,30.5796,29.9954,30.316,29.9543,30.046,0.0319
3.095,10.6118,28.6539,30.5971,30.0927,30.3213,29.9835,30.2883,0.0268
3.1,10.6263,28.6552,30.5788,30.0434,30.3143,29.968,30.1439,0.0244
3.105,10.6471,28.6645,30.5724,30.0238,30.3157,29.9657,30.0716,0.0283
3.11,10.6653,28.6728,30.5688,30.0228,30.3167,29.9674,30.059,0.0296
3.115,10.6819,28.6869,30.5879,30.1114,30.3255,29.9972,30.2711,0.0293
3.12,10.6978,28.7018,30.6118,30.215,30.3358,30.0327,30.5033,0.0283
3.125,10.7111,28.7001,30.5867,30.1374,30.3255,30.0086,30.2783,0.0247
3.13,10.7286,28.7054,30.575,30.1018,30.3229,30.0,30.1684,0.0254
3.135,10.7454,28.7189,30.5924,30.1788,30.3312,30.0271,30.3473,0.0253
3.14,10.7588,28.7177,30.5692,30.1099,30.3216,30.0053,30.1614,0.0218
3.145,10.7808,28.7278,30.5636,30.0858,30.3241,30.003,30.0827,0.0269
3.15,10.7979,28.7281,30.5371,29.999,30.3155,29.9764,29.87,0.0272
