t_s,roll_madgwick,roll_mahony,roll_simple_kf,roll_ekf,roll_ekf9state,roll_complementary,roll_lowpass,roll_highpass
9.76,29.6663,29.9837,29.8613,30.1278,30.0257,29.8968,30.3651,-0.0472
9.765,29.6812,29.9859,29.8664,30.1283,30.0273,29.9024,30.3279,-0.046
9.77,29.6834,29.9862,29.8677,30.1181,30.0274,29.9036,30.2727,-0.0459
9.775,29.693,29.9943,29.8975,30.2186,30.0308,29.9399,30.4989,-0.0472
9.78,29.7044,29.9955,29.9002,30.2079,30.0316,29.9424,30.4294,-0.0466
9.785,29.6886,29.9865,29.8739,30.0948,30.0264,29.91,30.1218,-0.0478
9.79,29.6988,29.9862,29.879,30.1082,30.0249,29.9163,30.1566,-0.0504
9.795,29.7118,29.9939,29.9103,30.2184,30.0275,29.9545,30.4247,-0.0528
9.8,29.7327,30.0107,29.9511,30.3351,30.039,30.0021,30.6652,-0.0466
9.805,29.7215,30.0047,29.9343,30.2519,30.0353,29.9807,30.4148,-0.0479
9.81,29.7168,30.003,29.9264,30.1998,30.0349,29.9699,30.2605,-0.0468
9.815,29.7153,29.9983,29.9204,30.1718,30.0305,29.9625,30.1923,-0.0509
9.82,29.7017,29.9885,29.8844,30.0174,30.0262,29.9174,29.8071,-0.0492
9.825,29.69,29.9775,29.8455,29.8609,30.0213,29.8693,29.4522,-0.0478
9.83,29.6971,29.9782,29.8517,29.8888,30.0208,29.8772,29.5853,-0.0493
9.835,29.7075,29.9844,29.88,30.0022,30.0223,29.9123,29.9159,-0.0526
9.84,29.7139,29.9844,29.8819,30.0043,30.0219,29.9144,29.9352,-0.0531
9.845,29.7069,29.9805,29.8682,29.9452,30.02,29.8971,29.7999,-0.0527
9.85,29.6987,29.9754,29.8594,29.9171,30.0158,29.8868,29.7604,-0.0559
9.855,29.7068,29.9799,29.8772,29.9846,30.0173,29.9086,29.9519,-0.0571
9.86,29.6988,29.976,29.8614,29.9156,30.0161,29.8886,29.7844,-0.0556
9.865,29.6823,29.9677,29.837,29.8251,30.0112,29.8589,29.5851,-0.0567
9.87,29.6925,29.9719,29.8485,29.8666,30.0138,29.8726,29.7199,-0.0555
9.875,29.7,29.9731,29.8563,29.9,30.0136,29.8824,29.8269,-0.0569
9.88,29.7103,29.9789,29.871,29.948,30.0173,29.8998,29.9507,-0.0549
9.885,29.6961,29.9732,29.8506,29.8651,30.0148,29.8743,29.7452,-0.054
9.89,29.6859,29.9727,29.8428,29.8283,30.0159,29.8641,29.6667,-0.0511
9.895,29.6995,29.9761,29.848,29.8422,30.0189,29.8698,29.7182,-0.0482
9.9,29.7107,29.9808,29.872,29.9432,30.0195,29.8999,29.9922,-0.0517
9.905,29.6978,29.9738,29.8465,29.8411,30.0165,29.8683,29.732,-0.0505
9.91,29.7176,29.9797,29.8543,29.8576,30.0219,29.8766,29.7767,-0.0453
9.915,29.7129,29.9751,29.8398,29.8048,30.0194,29.8589,29.6594,-0.0453
9.92,29.7262,29.9842,29.8647,29.8947,30.025,29.8888,29.8959,-0.0429
9.925,29.7233,29.9827,29.8562,29.8575,30.0251,29.878,29.8006,-0.0411
9.93,29.7388,29.9866,29.8682,29.9024,30.0272,29.8926,29.9178,-0.0406
9.935,29.7436,29.9869,29.8709,29.9123,30.027,29.8957,29.9407,-0.041
9.94,29.7427,29.9871,29.8688,29.8996,30.0276,29.8928,29.9025,-0.0398
9.945,29.7394,29.9842,29.8626,29.8786,30.0255,29.8853,29.8532,-0.0409
9.95,29.7587,29.9951,29.8863,29.9527,30.0335,29.913,30.0258,-0.0355
9.955,29.7749,30.005,29.917,30.0615,30.0389,29.9499,30.279,-0.0345
9.96,29.791,30.0133,29.9414,30.1412,30.0435,29.9789,30.4386,-0.0333
9.965,29.8033,30.0249,29.9839,30.2928,30.0484,30.0304,30.7696,-0.0353
9.97,29.8093,30.0236,29.9868,30.2921,30.0463,30.0333,30.7036,-0.0384
9.975,29.8182,30.026,29.9944,30.3008,30.0474,30.0413,30.6633,-0.0384
9.98,29.8147,30.0259,29.9854,30.2369,30.049,30.0281,30.4443,-0.0348
9.985,29.8281,30.0345,30.0055,30.2861,30.0551,30.0506,30.5256,-0.0313
9.99,29.8123,30.0242,29.9843,30.2039,30.047,30.0247,30.3013,-0.037
9.995,29.8032,30.0197,29.9619,30.0969,30.0461,29.9955,30.0175,-0.0339
10.0,29.7921,30.0131,29.9352,29.9825,30.0437,29.9616,29.7445,-0.0317
10.005,29.8088,30.0219,29.9596,30.0654,30.0491,29.9904,29.9785,-0.0298
10.01,29.8249,30.0332,29.9954,30.1904,30.0551,30.0331,30.2962,-0.0291
10.015,29.8372,30.042,30.0135,30.2323,30.0619,30.053,30.3724,-0.0245
10.02,29.8279,30.0414,30.0088,30.1973,30.062,30.0459,30.2636,-0.0236
10.025,29.8175,30.0316,29.9934,30.1474,30.0533,30.0276,30.1483,-0.031
10.03,29.8304,30.0388,30.0216,30.2479,30.0558,30.0614,30.3992,-0.0331
10.035,29.8409,30.044,30.0349,30.2785,30.0591,30.076,30.4481,-0.0317
10.04,29.8335,30.0394,30.0182,30.1974,30.0572,30.054,30.2229,-0.0311
10.045,29.823,30.0312,29.9886,30.0717,30.0534,30.0164,29.9089,-0.0302
10.05,29.8404,30.0373,30.0005,30.1012,30.058,30.0294,29.9978,-0.0269
10.055,29.8331,30.0365,29.9901,30.0462,30.0592,30.0151,29.8714,-0.0236
10.06,29.8461,30.0418,30.0086,30.1125,30.0616,30.037,30.0611,-0.0242
10.065,29.8601,30.0443,30.0173,30.1381,30.0626,30.0466,30.1323,-0.0245
10.07,29.8612,30.0475,30.0172,30.1171,30.0664,30.0446,30.0716,-0.0201
10.075,29.8708,30.0504,30.02,30.1128,30.0691,30.0464,30.0616,-0.0174
10.08,29.8514,30.0428,30.0058,30.0655,30.063,30.0292,29.9645,-0.0221
10.085,29.8366,30.0392,29.9936,30.015,30.0612,30.0134,29.8557,-0.022
10.09,29.8485,30.0436,30.014,30.0965,30.062,30.0383,30.0855,-0.0247
10.095,29.8597,30.0444,30.0246,30.1396,30.0606,30.051,30.201,-0.0284
10.1,29.8695,30.0502,30.0415,30.1927,30.0637,30.0706,30.3203,-0.0277
10.105,29.8737,30.0503,30.0502,30.2248,30.0617,30.0808,30.3888,-0.0317
10.11,29.8577,30.0435,30.0305,30.1418,30.0577,30.0558,30.164,-0.0329
10.115,29.864,30.0446,30.0375,30.1641,30.0574,30.0636,30.2194,-0.0347
10.12,29.8723,30.043,30.0474,30.2101,30.0532,30.076,30.3394,-0.0415
10.125,29.8549,30.0358,30.0293,30.1378,30.0483,30.0533,30.149,-0.0442
10.13,29.8625,30.0384,30.0322,30.1338,30.0506,30.0552,30.1328,-0.0421
10.135,29.8722,30.0399,30.038,30.1493,30.0511,30.0614,30.1723,-0.0427
10.14,29.8552,30.0314,30.0134,30.053,30.046,30.0305,29.9369,-0.0444
10.145,29.864,30.0337,30.0228,30.0872,30.0467,30.0415,30.0404,-0.0454
10.15,29.8452,30.027,30.0086,30.0383,30.0414,30.024,29.9363,-0.0491
10.155,29.8292,30.0192,29.9846,29.9472,30.0371,29.994,29.7304,-0.0499
10.16,29.8307,30.019,29.984,29.9468,30.037,29.9927,29.7623,-0.0501
10.165,29.8441,30.0249,30.0068,30.0382,30.039,30.0205,30.0175,-0.0518
10.17,29.8522,30.0284,30.0124,30.0492,30.0418,30.026,30.0422,-0.0494
10.175,29.8506,30.0274,30.0041,30.0088,30.0424,30.0146,29.94,-0.0475
10.18,29.8339,30.0178,29.9756,29.9047,30.0368,29.9795,29.6989,-0.049
10.185,29.84,30.021,29.9869,29.952,30.0382,29.9931,29.8464,-0.0495
10.19,29.8279,30.0231,29.9862,29.9416,30.0408,29.991,29.8296,-0.0463
10.195,29.8302,30.0249,29.9858,29.9347,30.0431,29.9896,29.8233,-0.0437
10.2,29.8418,30.0336,30.0124,30.0344,30.0477,30.0215,30.0825,-0.0429
10.205,29.838,30.0289,30.0073,30.0252,30.0431,30.0156,30.0635,-0.0476
10.21,29.8535,30.0424,30.0504,30.1832,30.0499,30.0675,30.4438,-0.0474
10.215,29.8548,30.0427,30.049,30.1656,30.0504,30.0646,30.3597,-0.0466
10.22,29.8695,30.0587,30.0953,30.3227,30.0596,30.1195,30.7101,-0.0442
10.225,29.8819,30.0638,30.1046,30.3327,30.0636,30.1287,30.6699,-0.0414
10.23,29.8803,30.0619,30.0999,30.3017,30.0619,30.1218,30.5462,-0.0427
10.235,29.8908,30.0674,30.1251,30.39,30.063,30.1519,30.7338,-0.0462
10.24,29.8762,30.0623,30.106,30.2969,30.0608,30.1267,30.4529,-0.0456
10.245,29.8718,30.0586,30.0989,30.2631,30.0576,30.1172,30.3533,-0.0483
10.25,29.8599,30.0547,30.0888,30.2166,30.0549,30.1039,30.2294,-0.0499
10.255,29.846,30.0428,30.0461,30.043,30.0496,30.0502,29.7996,-0.0487
10.26,29.86,30.053,30.0775,30.1571,30.055,30.0877,30.1143,-0.0482
10.265,29.8555,30.0504,30.0707,30.1272,30.0532,30.0786,30.0503,-0.0493
10.27,29.8642,30.0515,30.0753,30.1407,30.0534,30.0834,30.0965,-0.0501
10.275,29.8672,30.0536,30.0758,30.1294,30.0556,30.0825,30.0702,-0.0478
10.28,29.8777,30.0609,30.103,30.2299,30.0583,30.115,30.3291,-0.0495
10.285,29.8922,30.0727,30.1372,30.3428,30.0649,30.1552,30.5872,-0.048
10.29,29.8779,30.0692,30.1221,30.2671,30.0638,30.135,30.3628,-0.0469
10.295,29.8661,30.0624,30.0904,30.1268,30.0622,30.0942,29.997,-0.0434
10.3,29.8774,30.0697,30.1103,30.1925,30.0664,30.1172,30.1741,-0.0421
10.305,29.8878,30.0743,30.1349,30.2887,30.0666,30.1471,30.4229,-0.0466
10.31,29.8728,30.0661,30.1079,30.1763,30.0622,30.1128,30.1289,-0.0471
10.315,29.8604,30.0586,30.0795,30.0597,30.0592,30.0768,29.8478,-0.046
10.32,29.8652,30.0589,30.0878,30.0989,30.0575,30.0869,29.9836,-0.0495
10.325,29.8584,30.0529,30.0707,30.0361,30.0537,30.0656,29.8506,-0.051
10.33,29.8511,30.0537,30.0672,30.0167,30.0552,30.0602,29.8256,-0.0488
10.335,29.8485,30.0528,30.0555,29.9645,30.0566,30.0446,29.7189,-0.0454
10.34,29.839,30.0547,30.0477,29.9234,30.0604,30.0334,29.6418,-0.0396
10.345,29.8359,30.0545,30.0425,29.9052,30.0612,30.0265,29.6358,-0.0379
10.35,29.8487,30.0589,30.0516,29.9401,30.0644,30.0368,29.7566,-0.0358
10.355,29.8352,30.0473,30.0116,29.7945,30.059,29.9877,29.4265,-0.0353
10.36,29.8322,30.0462,30.003,29.7692,30.0594,29.977,29.4149,-0.0332
10.365,29.8344,30.0458,30.0018,29.7789,30.059,29.9758,29.4924,-0.0335
10.37,29.8321,30.0445,29.9958,29.7681,30.0586,29.9688,29.5071,-0.0328
10.375,29.822,30.0395,29.9772,29.7096,30.0566,29.9462,29.4013,-0.032
10.38,29.8369,30.044,29.9856,29.7495,30.0602,29.9564,29.5387,-0.0292
10.385,29.8382,30.043,29.9874,29.777,30.0585,29.9597,29.6431,-0.0315
10.39,29.851,30.0544,30.0297,29.9538,30.063,30.0122,30.1012,-0.0338
10.395,29.862,30.0576,30.0426,30.0089,30.064,30.0282,30.217,-0.035
10.4,29.8755,30.0593,30.0514,30.0472,30.0639,30.0391,30.2835,-0.0368
10.405,29.873,30.0563,30.0465,30.0337,30.0613,30.0334,30.2204,-0.0391
10.41,29.8932,30.0641,30.0593,30.0667,30.0677,30.0476,30.2612,-0.0339
10.415,29.8741,30.0494,30.0193,29.9257,30.0585,29.9994,29.8955,-0.0377
10.42,29.8827,30.0485,30.0242,29.9585,30.0563,30.0062,29.9886,-0.0413
10.425,29.887,30.0482,30.0268,29.9761,30.0551,30.0098,30.0315,-0.0431
10.43,29.8877,30.0483,30.0258,29.9733,30.0552,30.0084,30.0154,-0.0428
10.435,29.8902,30.0504,30.0264,29.9703,30.0576,30.0085,29.996,-0.0402
10.44,29.9052,30.06,30.0555,30.0795,30.0628,30.0438,30.2576,-0.0395
10.445,29.9067,30.0598,30.0556,30.0783,30.0623,30.0438,30.2293,-0.0401
10.45,29.8905,30.05,30.0264,29.9704,30.0567,30.0082,29.9462,-0.0416
10.455,29.8747,30.0396,29.9932,29.8501,30.0512,29.9678,29.6567,-0.0422
10.46,29.8893,30.0435,30.0036,29.895,30.0535,29.9806,29.7938,-0.0414
10.465,29.9,30.0496,30.0289,30.002,30.0554,30.0123,30.0763,-0.0437
10.47,29.9156,30.0571,30.0525,30.0896,30.0593,30.0408,30.2792,-0.0435
10.475,29.9024,30.0521,30.04,30.0449,30.0557,30.0258,30.1461,-0.0456
10.48,29.8859,30.0402,30.0086,29.9355,30.0481,29.9881,29.8712,-0.0492
10.485,29.8894,30.0406,30.0102,29.9457,30.0482,29.9902,29.9066,-0.0494
10.49,29.8716,30.0216,29.9552,29.7527,30.037,29.9239,29.4474,-0.0528
10.495,29.8812,30.0207,29.9565,29.7753,30.0355,29.9266,29.5532,-0.0548
10.5,29.8839,30.0209,29.9572,29.7888,30.0356,29.928,29.6194,-0.0548
10.505,29.8794,30.0183,29.9525,29.7865,30.0334,29.9233,29.6432,-0.0565
10.51,29.8996,30.0351,29.9938,29.9348,30.0447,29.9729,30.0142,-0.0506
10.515,29.9079,30.0384,30.0013,29.9624,30.0469,29.982,30.0669,-0.0494
10.52,29.9237,30.0436,30.0158,30.0154,30.0499,29.9995,30.1788,-0.0484
10.525,29.9418,30.0526,30.038,30.0895,30.0559,30.026,30.329,-0.0455
10.53,29.9298,30.0446,30.006,29.9587,30.0531,29.9862,29.9673,-0.0431
10.535,29.9095,30.0346,29.9851,29.8979,30.0454,29.9622,29.8296,-0.0485
10.54,29.9057,30.0319,29.9774,29.8758,30.0438,29.9532,29.7871,-0.0492
10.545,29.9147,30.0313,29.9782,29.8879,30.0429,29.9548,29.8331,-0.0504
10.55,29.9201,30.0279,29.9757,29.8948,30.0391,29.953,29.8672,-0.0544
10.555,29.9092,30.0205,29.9568,29.835,30.0344,29.9308,29.7303,-0.0567
10.56,29.8981,30.0173,29.9376,29.7605,30.0347,29.907,29.555,-0.053
10.565,29.8924,30.0162,29.9317,29.747,30.0346,29.9003,29.5507,-0.0521
10.57,29.8804,30.015,29.9239,29.7251,30.0348,29.8913,29.5227,-0.0504
10.575,29.8971,30.025,29.9537,29.8456,30.0404,29.9282,29.8449,-0.049
10.58,29.9109,30.0338,29.9769,29.9326,30.0458,29.9566,30.0526,-0.0466
10.585,29.9239,30.0379,29.9833,29.9507,30.0494,29.9641,30.0718,-0.0435
10.59,29.9362,30.0466,30.0115,30.0579,30.0535,29.9988,30.3162,-0.0436
10.595,29.9222,30.0418,29.9952,29.9929,30.0512,29.9788,30.1181,-0.0435
10.6,29.9103,30.0385,29.9787,29.9243,30.0508,29.9583,29.9258,-0.0411
10.605,29.9191,30.0391,29.9789,29.9268,30.0513,29.9588,29.9305,-0.0405
10.61,29.9288,30.0417,29.9829,29.9394,30.0536,29.9636,29.9564,-0.0386
10.615,29.9147,30.0412,29.979,29.925,30.0537,29.959,29.9166,-0.0377
10.62,29.9254,30.0469,30.0031,30.0249,30.0553,29.9893,30.1679,-0.0401
10.625,29.9347,30.0446,30.0033,30.0335,30.0523,29.9904,30.1758,-0.0437
10.63,29.9414,30.0487,30.0118,30.0569,30.0555,30.0004,30.2067,-0.0415
10.635,29.9569,30.0527,30.0238,30.0969,30.0576,30.0148,30.2816,-0.0412
10.64,29.9647,30.0575,30.0342,30.1249,30.0611,30.027,30.3177,-0.0391
10.645,29.9537,30.0505,30.0073,30.0135,30.0584,29.9936,30.0127,-0.0377
10.65,29.9582,30.0507,30.0159,30.0547,30.0566,30.0049,30.122,-0.0413
10.655,29.9679,30.054,30.0327,30.1219,30.0569,30.026,30.2826,-0.044
10.66,29.9676,30.0551,30.0305,30.1009,30.0585,30.0226,30.2019,-0.0418
10.665,29.9563,30.0556,30.0286,30.0843,30.0595,30.0197,30.143,-0.0404
10.67,29.9571,30.0563,30.0284,30.0767,30.0602,30.0191,30.1133,-0.0395
10.675,29.9408,30.0505,30.0114,30.0121,30.0568,29.9984,29.9522,-0.0406
10.68,29.9499,30.0559,30.0215,30.0409,30.0609,30.0102,30.0249,-0.0375
10.685,29.9662,30.0594,30.0295,30.0648,30.0633,30.0195,30.0825,-0.0362
10.69,29.9795,30.0683,30.0612,30.1837,30.067,30.0584,30.374,-0.0374
10.695,29.9703,30.066,30.0537,30.1474,30.0657,30.0488,30.2572,-0.0378
10.7,29.9816,30.0687,30.0647,30.1843,30.0664,30.0621,30.3339,-0.0389
10.705,29.9679,30.0644,30.0464,30.1026,30.0652,30.0389,30.1078,-0.0373
10.71,29.9576,30.0552,30.0142,29.9762,30.0608,29.9993,29.7964,-0.0368
10.715,29.9504,30.0564,30.0079,29.9424,30.0636,29.9907,29.7305,-0.0324
10.72,29.9481,30.0552,30.0,29.9124,30.0638,29.981,29.6852,-0.0309
10.725,29.9639,30.061,30.0182,29.9842,30.0669,30.0033,29.8943,-0.0305
10.73,29.9524,30.0575,29.9983,29.9022,30.0669,29.9785,29.6991,-0.0271
10.735,29.9693,30.0691,30.0251,29.9946,30.075,30.0104,29.9447,-0.0222
10.74,29.955,30.0651,30.0121,29.9481,30.0729,29.9947,29.8387,-0.0224
10.745,29.9375,30.0599,29.9998,29.9116,30.0692,29.9804,29.7708,-0.0246
10.75,29.9323,30.0614,29.9967,29.8959,30.0717,29.9762,29.7458,-0.0212
10.755,29.9286,30.0587,29.99,29.8799,30.0699,29.9687,29.7314,-0.0223
10.76,29.9382,30.0615,30.0013,29.9313,30.0708,29.9831,29.8816,-0.0232
10.765,29.9456,30.0652,30.0124,29.9763,30.0728,29.997,29.9984,-0.0228
10.77,29.9367,30.0621,29.9991,29.925,30.0719,29.9806,29.8667,-0.0216
10.775,29.9328,30.0603,29.9897,29.8902,30.0717,29.9692,29.7866,-0.0201
10.78,29.9308,30.0611,29.9821,29.8561,30.0742,29.9594,29.7087,-0.0157
10.785,29.9266,30.0588,29.9782,29.8542,30.0723,29.9556,29.73,-0.0173
10.79,29.9094,30.0522,29.9616,29.8059,30.0678,29.9364,29.6355,-0.0195
10.795,29.9186,30.0542,29.9668,29.8342,30.0691,29.9434,29.7287,-0.0189
10.8,29.9356,30.0645,29.9966,29.9494,30.075,29.98,30.0227,-0.0171
10.805,29.9248,30.0583,29.9792,29.891,30.0713,29.9594,29.8717,-0.0185
10.81,29.9318,30.0618,29.9945,29.9583,30.0722,29.979,30.043,-0.0201
10.815,29.9333,30.065,29.9953,29.9521,30.0757,29.9793,30.0056,-0.016
10.82,29.9294,30.0682,29.9954,29.943,30.0796,29.9789,29.9649,-0.0114
10.825,29.9477,30.0758,30.0136,30.0063,30.0848,30.0008,30.11,-0.0085
10.83,29.9669,30.0815,30.0222,30.0272,30.0896,30.0105,30.1358,-0.0043
10.835,29.9818,30.092,30.0493,30.119,30.0964,30.043,30.337,-0.001
10.84,29.9687,30.0879,30.0401,30.0855,30.0933,30.0322,30.227,-0.0031
10.845,29.9664,30.0885,30.0338,30.049,30.0953,30.0237,30.1082,0.0004
10.85,29.962,30.0879,30.0291,30.0274,30.0954,30.0179,30.0443,0.0014
10.855,29.951,30.0828,30.0125,29.9658,30.0929,29.9979,29.8911,0.0013
10.86,29.9581,30.0867,30.0247,30.0135,30.0951,30.013,30.0186,0.0016
10.865,29.9674,30.0934,30.0549,30.1372,30.0964,30.0509,30.3294,-0.0021
10.87,29.9774,30.097,30.0678,30.1809,30.098,30.0665,30.4088,-0.0027
10.875,29.9619,30.089,30.0459,30.0969,30.0929,30.04,30.174,-0.0048
10.88,29.9762,30.0951,30.0675,30.1759,30.0955,30.0664,30.3575,-0.0056
10.885,29.9777,30.094,30.0708,30.19,30.0934,30.0709,30.3723,-0.0089
10.89,29.9931,30.0977,30.0824,30.2245,30.0952,30.0846,30.4295,-0.0089
10.895,29.9985,30.1025,30.0915,30.2412,30.0991,30.0947,30.4335,-0.0062
10.9,29.9829,30.093,30.069,30.1571,30.0924,30.0675,30.2085,-0.0102
10.905,29.9676,30.0797,30.0253,29.9877,30.0859,30.0139,29.7868,-0.0104
10.91,29.9868,30.095,30.0626,30.1141,30.0961,30.0583,30.1136,-0.0049
10.915,30.0018,30.1015,30.0735,30.1393,30.1013,30.0705,30.1657,-0.0007
10.92,29.9934,30.103,30.0713,30.1181,30.1036,30.0669,30.103,0.0023
10.925,30.0055,30.1066,30.0841,30.1638,30.105,30.0825,30.2186,0.0016
10.93,29.9927,30.1039,30.0784,30.1405,30.1029,30.0755,30.1569,0.0001
10.935,29.9829,30.1016,30.064,30.0741,30.1033,30.057,29.9854,0.0029
10.94,29.9872,30.1046,30.0697,30.0895,30.1056,30.0634,30.0329,0.0045
10.945,29.9968,30.1065,30.0859,30.1604,30.1042,30.084,30.2254,-0.0001
10.95,30.0107,30.1122,30.1044,30.2241,30.1069,30.1063,30.3717,-0.0002
10.955,29.9957,30.1016,30.0776,30.1256,30.0999,30.0739,30.117,-0.0039
10.96,29.9957,30.1006,30.0803,30.139,30.098,30.0775,30.1574,-0.0067
10.965,30.0002,30.1004,30.0846,30.1567,30.0966,30.0829,30.2039,-0.0091
10.97,29.9863,30.0932,30.0605,30.0613,30.0932,30.0532,29.9631,-0.0091
10.975,29.9886,30.0938,30.0672,30.0912,30.0922,30.0616,30.0563,-0.0114
10.98,29.9767,30.0827,30.0346,29.9723,30.086,30.0221,29.7747,-0.0133
10.985,29.9925,30.1011,30.0919,30.1865,30.0955,30.0919,30.3262,-0.0121
10.99,29.9745,30.0886,30.057,30.0564,30.0879,30.0493,29.9934,-0.015
10.995,29.9612,30.0793,30.0266,29.9428,30.0834,30.0122,29.7252,-0.0152
11.0,29.9454,30.0735,30.0167,29.9217,30.0785,30.0011,29.7156,-0.0193
11.005,29.9279,30.0593,29.9781,29.7926,30.0698,29.9551,29.4384,-0.0228
11.01,29.9138,30.0583,29.9719,29.7778,30.0699,29.9478,29.4524,-0.0216
11.015,29.8992,30.0484,29.9378,29.6615,30.0654,29.9069,29.2151,-0.021
11.02,29.9126,30.0496,29.9446,29.7079,30.0654,29.9164,29.3981,-0.022
11.025,29.9291,30.0572,29.966,29.7989,30.0699,29.943,29.6634,-0.0203
11.03,29.9174,30.0519,29.9522,29.7626,30.0665,29.9273,29.5986,-0.0219
11.035,29.9294,30.0536,29.9649,29.831,30.0657,29.9443,29.7976,-0.0249
11.04,29.9462,30.0612,29.9849,29.9088,30.0704,29.9688,29.988,-0.0228
11.045,29.9312,30.0465,29.9391,29.7457,30.0628,29.9136,29.5791,-0.0239
11.05,29.9456,30.0525,29.9605,29.8403,30.0653,29.9408,29.8371,-0.0245
11.055,29.9545,30.0579,29.9807,29.9263,30.0674,29.9662,30.0506,-0.0255
11.06,29.9391,30.0504,29.9559,29.8376,30.0638,29.9364,29.8147,-0.0255
11.065,29.9552,30.0542,29.9661,29.8806,30.0661,29.9492,29.9211,-0.0244
11.07,29.9416,30.0468,29.9395,29.7842,30.0631,29.9171,29.6763,-0.0233
11.075,29.9224,30.0382,29.9214,29.7389,30.0567,29.8967,29.5916,-0.0276
11.08,29.9061,30.0294,29.9053,29.7062,30.0496,29.8793,29.5461,-0.033
11.085,29.9067,30.0302,29.9057,29.7185,30.0505,29.8806,29.5976,-0.0319
11.09,29.9157,30.0337,29.9158,29.7672,30.0525,29.8937,29.7334,-0.0312
11.095,29.8991,30.023,29.8859,29.6717,30.0463,29.8586,29.5091,-0.0332
11.1,29.9117,30.0315,29.9119,29.7809,30.0508,29.8912,29.7988,-0.0322
11.105,29.8942,30.0225,29.8879,29.7068,30.0453,29.8633,29.6197,-0.0344
11.11,29.8787,30.0181,29.8757,29.6766,30.0427,29.8498,29.5606,-0.0352
11.115,29.8652,30.0074,29.8372,29.5421,30.0384,29.8037,29.2446,-0.0334
11.12,29.856,30.0071,29.8271,29.5137,30.0403,29.792,29.2098,-0.0292
11.125,29.8621,30.0052,29.8403,29.6068,30.0352,29.8115,29.5016,-0.0371
11.13,29.8734,30.007,29.8444,29.6363,30.0365,29.8177,29.5874,-0.0361
11.135,29.884,30.0099,29.8551,29.6921,30.0377,29.8322,29.7316,-0.0362
11.14,29.899,30.0213,29.8938,29.8498,30.043,29.8807,30.1124,-0.0365
11.145,29.9138,30.0244,29.9031,29.8877,30.0446,29.8928,30.1645,-0.036
11.15,29.9216,30.0242,29.9077,29.9128,30.0434,29.8995,30.1894,-0.0381
11.155,29.9084,30.0225,29.901,29.8871,30.0428,29.8918,30.0836,-0.0375
11.16,29.9051,30.0217,29.8986,29.8803,30.0424,29.8895,30.0371,-0.0374
11.165,29.9104,30.0178,29.8968,29.8886,30.0381,29.889,30.0446,-0.042
11.17,29.9134,30.0173,29.9017,29.9161,30.0365,29.8961,30.0945,-0.0446
11.175,29.9169,30.0193,29.9057,29.9279,30.0381,29.9013,30.0936,-0.0433
11.18,29.9297,30.02,29.9106,29.9487,30.0379,29.9079,30.122,-0.0443
11.185,29.9175,30.015,29.8921,29.8755,30.036,29.8856,29.9143,-0.0432
11.19,29.9116,30.0132,29.8819,29.8344,30.036,29.8733,29.8035,-0.0413
11.195,29.9179,30.0175,29.8902,29.8624,30.0395,29.8836,29.8703,-0.0384
11.2,29.9157,30.0185,29.8868,29.8446,30.0414,29.8794,29.8185,-0.0354
11.205,29.8985,30.0142,29.8785,29.8241,30.0381,29.8705,29.7776,-0.0377
11.21,29.9136,30.0267,29.9207,29.9877,30.0439,29.9228,30.1858,-0.038
11.215,29.905,30.02,29.9039,29.9275,30.0395,29.903,30.0136,-0.0401
11.22,29.9117,30.0231,29.9151,29.9698,30.0408,29.9171,30.1046,-0.0403
11.225,29.9027,30.0201,29.9047,29.9279,30.0395,29.9047,29.9813,-0.04
11.23,29.915,30.0293,29.933,30.0308,30.0443,29.9394,30.2231,-0.0391
11.235,29.9139,30.0299,29.9324,30.0199,30.0452,29.9385,30.1648,-0.0379
11.24,29.9099,30.0278,29.9257,29.9899,30.0441,29.9304,30.0694,-0.0378
11.245,29.9159,30.027,29.9266,29.9943,30.0429,29.932,30.0717,-0.0393
11.25,29.9329,30.0361,29.9517,30.0787,30.0483,29.9623,30.2617,-0.0371
11.255,29.9171,30.0195,29.8987,29.8748,30.0401,29.8976,29.736,-0.0376
11.26,29.9142,30.017,29.8961,29.8743,30.0376,29.8954,29.7612,-0.04
11.265,29.9043,30.0144,29.8875,29.8443,30.0364,29.8854,29.704,-0.0397
11.27,29.9201,30.0232,29.9142,29.9449,30.0412,29.9182,29.9687,-0.0385
11.275,29.9095,30.0216,29.904,29.8997,30.0416,29.9056,29.8493,-0.0363
11.28,29.9138,30.0224,29.9125,29.9396,30.0406,29.9168,29.9599,-0.0386
11.285,29.9173,30.0239,29.9223,29.9813,30.0401,29.9295,30.0639,-0.0407
11.29,29.9232,30.0237,29.9325,30.0293,30.0375,29.9431,30.1796,-0.0453
11.295,29.9108,30.0195,29.9215,29.9856,30.0349,29.9298,30.0526,-0.0465
11.3,29.8978,30.0148,29.9044,29.9165,30.033,29.9089,29.8716,-0.0456
11.305,29.9096,30.0175,29.9184,29.9745,30.0332,29.9267,30.0249,-0.0476
11.31,29.8935,30.0071,29.8931,29.8876,30.0261,29.8967,29.8134,-0.0515
11.315,29.8777,30.0027,29.8807,29.8449,30.0236,29.8821,29.7216,-0.0522
11.32,29.8618,29.9911,29.851,29.7467,30.0162,29.847,29.5077,-0.0556
11.325,29.8574,29.9871,29.8458,29.7442,30.0125,29.842,29.5446,-0.0588
11.33,29.8489,29.9833,29.8376,29.7258,30.0098,29.833,29.533,-0.0603
