t_s,x_true_m,y_true_m,z_true_m,x_ekf_m,y_ekf_m,z_ekf_m,xy_error_m
18.03,-0.2939,0.4069,1.0003,-0.2377,0.4192,0.9995,0.0403
18.035,-0.294,0.4069,1.0004,-0.2377,0.4194,0.9995,0.0404
18.04,-0.2941,0.407,1.0004,-0.2376,0.4196,0.9994,0.0405
18.045,-0.2942,0.4071,1.0004,-0.2374,0.4196,0.9993,0.0406
18.05,-0.2943,0.4071,1.0005,-0.2373,0.4196,0.9993,0.0407
18.055,-0.2944,0.4072,1.0005,-0.2373,0.4195,0.9994,0.0408
18.06,-0.2945,0.4072,1.0005,-0.2372,0.4195,0.9997,0.0409
18.065,-0.2946,0.4073,1.0005,-0.2372,0.4193,0.9996,0.041
18.07,-0.2947,0.4074,1.0006,-0.2374,0.4193,0.9999,0.0411
18.075,-0.2948,0.4074,1.0006,-0.2376,0.4191,0.9997,0.0412
18.08,-0.2949,0.4075,1.0006,-0.2378,0.419,0.9997,0.0413
18.085,-0.2951,0.4075,1.0006,-0.2382,0.4189,0.9997,0.0414
18.09,-0.2952,0.4076,1.0006,-0.2385,0.4189,1.0001,0.0415
18.095,-0.2953,0.4076,1.0006,-0.2386,0.419,1.0001,0.0416
18.1,-0.2954,0.4077,1.0006,-0.2386,0.4189,1.0004,0.0417
18.105,-0.2955,0.4077,1.0006,-0.2387,0.419,1.0005,0.0418
18.11,-0.2956,0.4078,1.0005,-0.2387,0.419,1.0003,0.0419
18.115,-0.2957,0.4078,1.0005,-0.2389,0.4192,1.0003,0.042
18.12,-0.2958,0.4078,1.0005,-0.2387,0.4193,1.0005,0.0421
18.125,-0.2959,0.4079,1.0005,-0.2386,0.4194,1.0006,0.0422
18.13,-0.296,0.4079,1.0004,-0.2386,0.4197,1.0007,0.0423
18.135,-0.2961,0.408,1.0004,-0.2387,0.4197,1.0008,0.0424
18.14,-0.2962,0.408,1.0004,-0.2387,0.4197,1.0008,0.0425
18.145,-0.2963,0.408,1.0003,-0.2387,0.4196,1.0008,0.0426
18.15,-0.2964,0.4081,1.0003,-0.2387,0.4195,1.0011,0.0427
18.155,-0.2965,0.4081,1.0002,-0.2388,0.4195,1.0011,0.0428
18.16,-0.2966,0.4081,1.0002,-0.2391,0.4194,1.0012,0.0428
18.165,-0.2967,0.4081,1.0001,-0.2391,0.4195,1.0014,0.0429
18.17,-0.2968,0.4082,1.0001,-0.2392,0.4194,1.0015,0.043
18.175,-0.2969,0.4082,1.0,-0.2391,0.4193,1.0017,0.0431
18.18,-0.297,0.4082,0.9999,-0.2393,0.4193,1.0016,0.0432
18.185,-0.2971,0.4082,0.9999,-0.2393,0.4191,1.0015,0.0433
18.19,-0.2972,0.4083,0.9998,-0.2394,0.4189,1.0013,0.0433
18.195,-0.2973,0.4083,0.9997,-0.2395,0.419,1.0015,0.0434
18.2,-0.2974,0.4083,0.9996,-0.2396,0.419,1.0016,0.0435
18.205,-0.2976,0.4083,0.9996,-0.2398,0.419,1.0013,0.0436
18.21,-0.2977,0.4083,0.9995,-0.2402,0.4189,1.0009,0.0436
18.215,-0.2978,0.4083,0.9994,-0.2403,0.4189,1.0008,0.0437
18.22,-0.2979,0.4083,0.9993,-0.2406,0.419,1.0006,0.0438
18.225,-0.298,0.4083,0.9992,-0.2408,0.419,1.0006,0.0438
18.23,-0.2981,0.4083,0.9992,-0.2409,0.4193,1.0003,0.0439
18.235,-0.2982,0.4083,0.9991,-0.241,0.4193,1.0002,0.044
18.24,-0.2983,0.4083,0.999,-0.241,0.4195,0.9999,0.044
18.245,-0.2984,0.4084,0.9989,-0.2409,0.4194,0.9999,0.0441
18.25,-0.2985,0.4084,0.9988,-0.241,0.4195,0.9999,0.0442
18.255,-0.2986,0.4083,0.9988,-0.2411,0.4196,1.0,0.0442
18.26,-0.2987,0.4083,0.9987,-0.2412,0.4196,1.0,0.0443
18.265,-0.2988,0.4083,0.9986,-0.2413,0.4196,1.0,0.0444
18.27,-0.2989,0.4083,0.9985,-0.2413,0.4195,1.0002,0.0444
18.275,-0.299,0.4083,0.9985,-0.2413,0.4195,1.0,0.0445
18.28,-0.2991,0.4083,0.9984,-0.2414,0.4197,0.9997,0.0446
18.285,-0.2992,0.4083,0.9984,-0.2414,0.4194,0.9999,0.0446
18.29,-0.2993,0.4083,0.9983,-0.2415,0.4192,1.0,0.0447
18.295,-0.2994,0.4083,0.9983,-0.2417,0.4192,1.0,0.0447
18.3,-0.2995,0.4083,0.9982,-0.2419,0.4191,1.0,0.0448
18.305,-0.2997,0.4083,0.9982,-0.242,0.4192,0.9998,0.0448
18.31,-0.2998,0.4082,0.9981,-0.242,0.4192,0.9995,0.0449
18.315,-0.2999,0.4082,0.9981,-0.242,0.4191,0.9994,0.0449
18.32,-0.3,0.4082,0.9981,-0.2422,0.4195,0.9992,0.045
18.325,-0.3001,0.4082,0.998,-0.2423,0.4195,0.999,0.045
18.33,-0.3002,0.4081,0.998,-0.2423,0.4195,0.9987,0.0451
18.335,-0.3003,0.4081,0.998,-0.2425,0.4197,0.9986,0.0451
18.34,-0.3004,0.4081,0.998,-0.2425,0.4198,0.9987,0.0452
18.345,-0.3005,0.4081,0.998,-0.2428,0.42,0.9982,0.0452
18.35,-0.3006,0.408,0.998,-0.243,0.4199,0.9982,0.0453
18.355,-0.3007,0.408,0.998,-0.2432,0.4198,0.9981,0.0453
18.36,-0.3008,0.408,0.998,-0.2432,0.4197,0.998,0.0454
18.365,-0.3009,0.4079,0.998,-0.2431,0.4198,0.9977,0.0454
18.37,-0.301,0.4079,0.9981,-0.2432,0.4197,0.9976,0.0455
18.375,-0.3011,0.4079,0.9981,-0.2433,0.4196,0.9975,0.0455
18.38,-0.3012,0.4078,0.9981,-0.2433,0.4195,0.9974,0.0455
18.385,-0.3013,0.4078,0.9982,-0.2433,0.4193,0.9974,0.0456
18.39,-0.3014,0.4077,0.9982,-0.2433,0.4191,0.9974,0.0456
18.395,-0.3016,0.4077,0.9983,-0.2432,0.4191,0.9976,0.0457
18.4,-0.3017,0.4077,0.9984,-0.2434,0.4189,0.9973,0.0457
18.405,-0.3018,0.4076,0.9984,-0.2436,0.4189,0.9973,0.0457
18.41,-0.3019,0.4076,0.9985,-0.2437,0.4187,0.9975,0.0458
18.415,-0.302,0.4075,0.9986,-0.2437,0.4188,0.9976,0.0458
18.42,-0.3021,0.4075,0.9987,-0.2438,0.4188,0.9978,0.0459
18.425,-0.3022,0.4074,0.9988,-0.2437,0.419,0.9978,0.0459
18.43,-0.3023,0.4074,0.9988,-0.2438,0.4189,0.9979,0.0459
18.435,-0.3024,0.4073,0.9989,-0.2439,0.4191,0.9978,0.046
18.44,-0.3025,0.4073,0.999,-0.2438,0.419,0.998,0.046
18.445,-0.3026,0.4072,0.9992,-0.244,0.4189,0.9977,0.046
18.45,-0.3027,0.4072,0.9993,-0.2442,0.4191,0.9978,0.0461
18.455,-0.3028,0.4071,0.9994,-0.2439,0.4191,0.9979,0.0461
18.46,-0.3029,0.407,0.9995,-0.244,0.419,0.998,0.0461
18.465,-0.3031,0.407,0.9996,-0.244,0.419,0.9983,0.0462
18.47,-0.3032,0.4069,0.9997,-0.2441,0.4189,0.9984,0.0462
18.475,-0.3033,0.4068,0.9998,-0.2439,0.4187,0.9987,0.0462
18.48,-0.3034,0.4068,0.9999,-0.244,0.4187,0.9988,0.0462
18.485,-0.3035,0.4067,1.0001,-0.2441,0.4187,0.9989,0.0463
18.49,-0.3036,0.4066,1.0002,-0.2439,0.4185,0.999,0.0463
18.495,-0.3037,0.4066,1.0003,-0.2439,0.4185,0.9991,0.0463
18.5,-0.3038,0.4065,1.0004,-0.2441,0.4186,0.9992,0.0463
18.505,-0.3039,0.4064,1.0005,-0.2441,0.4185,0.9991,0.0464
18.51,-0.304,0.4064,1.0006,-0.2442,0.4185,0.999,0.0464
18.515,-0.3041,0.4063,1.0007,-0.2442,0.4185,0.9992,0.0464
18.52,-0.3042,0.4062,1.0009,-0.2441,0.4185,0.9992,0.0464
18.525,-0.3043,0.4061,1.001,-0.2441,0.4184,0.9993,0.0465
18.53,-0.3044,0.4061,1.0011,-0.2444,0.4182,0.9994,0.0465
18.535,-0.3045,0.406,1.0012,-0.2446,0.4181,0.9992,0.0465
18.54,-0.3046,0.4059,1.0013,-0.2447,0.418,0.9992,0.0465
18.545,-0.3047,0.4058,1.0014,-0.2449,0.4179,0.9996,0.0466
18.55,-0.3049,0.4057,1.0014,-0.2451,0.4175,0.9996,0.0466
18.555,-0.305,0.4057,1.0015,-0.2453,0.4174,0.9996,0.0466
18.56,-0.3051,0.4056,1.0016,-0.2453,0.4174,0.9996,0.0466
18.565,-0.3052,0.4055,1.0017,-0.2455,0.4173,0.9997,0.0466
18.57,-0.3053,0.4054,1.0018,-0.2456,0.4174,0.9999,0.0466
18.575,-0.3054,0.4053,1.0018,-0.2457,0.4173,1.0001,0.0467
18.58,-0.3055,0.4052,1.0019,-0.2458,0.4174,1.0002,0.0467
18.585,-0.3056,0.4051,1.002,-0.2459,0.4173,1.0005,0.0467
18.59,-0.3057,0.405,1.002,-0.2459,0.4172,1.0004,0.0467
18.595,-0.3058,0.405,1.0021,-0.2458,0.4174,1.0005,0.0467
18.6,-0.3059,0.4049,1.0021,-0.2459,0.4175,1.0006,0.0467
18.605,-0.306,0.4048,1.0022,-0.2458,0.4177,1.0007,0.0468
18.61,-0.3061,0.4047,1.0022,-0.2458,0.4176,1.0007,0.0468
18.615,-0.3062,0.4046,1.0023,-0.2458,0.4177,1.001,0.0468
18.62,-0.3063,0.4045,1.0023,-0.2459,0.4175,1.001,0.0468
18.625,-0.3064,0.4044,1.0023,-0.2461,0.4174,1.0011,0.0468
18.63,-0.3065,0.4043,1.0024,-0.246,0.4173,1.0011,0.0468
18.635,-0.3066,0.4042,1.0024,-0.2461,0.4172,1.0011,0.0468
18.64,-0.3067,0.4041,1.0024,-0.2463,0.4171,1.0011,0.0469
18.645,-0.3068,0.404,1.0024,-0.2465,0.417,1.0009,0.0469
18.65,-0.3069,0.4039,1.0024,-0.2467,0.417,1.0008,0.0469
18.655,-0.307,0.4038,1.0024,-0.2468,0.4171,1.0007,0.0469
18.66,-0.3071,0.4037,1.0025,-0.247,0.4171,1.0011,0.0469
18.665,-0.3072,0.4036,1.0025,-0.2472,0.4172,1.0013,0.0469
18.67,-0.3073,0.4035,1.0025,-0.2473,0.4173,1.0012,0.0469
18.675,-0.3074,0.4033,1.0025,-0.2474,0.4173,1.0011,0.0469
18.68,-0.3075,0.4032,1.0025,-0.2474,0.4172,1.0011,0.0469
18.685,-0.3076,0.4031,1.0025,-0.2476,0.4172,1.0011,0.0469
18.69,-0.3077,0.403,1.0025,-0.2476,0.4169,1.001,0.047
18.695,-0.3078,0.4029,1.0025,-0.2477,0.4168,1.0011,0.047
18.7,-0.3079,0.4028,1.0025,-0.2477,0.417,1.0009,0.047
18.705,-0.308,0.4027,1.0024,-0.2476,0.417,1.0008,0.047
18.71,-0.3081,0.4026,1.0024,-0.2477,0.417,1.0008,0.047
18.715,-0.3082,0.4025,1.0024,-0.2477,0.4169,1.0007,0.047
18.72,-0.3083,0.4023,1.0024,-0.2477,0.4167,1.0005,0.047
18.725,-0.3084,0.4022,1.0024,-0.2478,0.4164,1.0005,0.047
18.73,-0.3085,0.4021,1.0024,-0.2477,0.4163,1.0005,0.047
18.735,-0.3086,0.402,1.0024,-0.2477,0.4164,1.0003,0.047
18.74,-0.3087,0.4019,1.0025,-0.2476,0.4163,1.0002,0.047
18.745,-0.3088,0.4017,1.0025,-0.2477,0.4162,1.0002,0.047
18.75,-0.3089,0.4016,1.0025,-0.2478,0.4162,1.0001,0.047
18.755,-0.309,0.4015,1.0025,-0.2481,0.416,1.0,0.047
18.76,-0.3091,0.4014,1.0025,-0.2483,0.4161,1.0001,0.0471
18.765,-0.3092,0.4013,1.0025,-0.2485,0.416,1.0002,0.0471
18.77,-0.3093,0.4011,1.0026,-0.2488,0.4159,1.0001,0.0471
18.775,-0.3094,0.401,1.0026,-0.2489,0.4158,0.9999,0.0471
18.78,-0.3095,0.4009,1.0027,-0.249,0.4157,0.9999,0.0471
18.785,-0.3096,0.4008,1.0027,-0.2493,0.4156,1.0001,0.0471
18.79,-0.3096,0.4006,1.0028,-0.2493,0.4154,1.0001,0.0471
18.795,-0.3097,0.4005,1.0028,-0.2495,0.4154,1.0003,0.0471
18.8,-0.3098,0.4004,1.0029,-0.2496,0.4153,1.0005,0.0471
18.805,-0.3099,0.4003,1.003,-0.2497,0.415,1.0007,0.0471
18.81,-0.31,0.4001,1.003,-0.2497,0.4148,1.0009,0.0471
18.815,-0.3101,0.4,1.0031,-0.2496,0.4146,1.0009,0.0471
18.82,-0.3102,0.3999,1.0032,-0.2497,0.4147,1.0005,0.0471
18.825,-0.3103,0.3997,1.0033,-0.2496,0.4146,1.0007,0.0471
18.83,-0.3104,0.3996,1.0034,-0.2496,0.4146,1.0006,0.0471
18.835,-0.3105,0.3995,1.0035,-0.2497,0.4145,1.0008,0.0471
18.84,-0.3106,0.3993,1.0036,-0.2498,0.4145,1.0007,0.0471
18.845,-0.3107,0.3992,1.0037,-0.2498,0.4145,1.001,0.0471
18.85,-0.3107,0.3991,1.0038,-0.2496,0.4144,1.001,0.0471
18.855,-0.3108,0.3989,1.0039,-0.2495,0.4145,1.0009,0.0471
18.86,-0.3109,0.3988,1.004,-0.2494,0.4144,1.001,0.0471
18.865,-0.311,0.3987,1.0041,-0.2494,0.4144,1.0012,0.0471
18.87,-0.3111,0.3985,1.0042,-0.2494,0.4141,1.0013,0.0471
18.875,-0.3112,0.3984,1.0044,-0.2495,0.4139,1.0016,0.0472
18.88,-0.3113,0.3983,1.0045,-0.2494,0.4139,1.0017,0.0472
18.885,-0.3114,0.3981,1.0046,-0.2494,0.4138,1.0018,0.0472
18.89,-0.3115,0.398,1.0047,-0.2493,0.4136,1.002,0.0472
18.895,-0.3115,0.3979,1.0049,-0.2493,0.4133,1.0021,0.0472
18.9,-0.3116,0.3977,1.005,-0.2493,0.4132,1.002,0.0472
18.905,-0.3117,0.3976,1.0051,-0.2492,0.413,1.0021,0.0472
18.91,-0.3118,0.3974,1.0052,-0.2493,0.4128,1.0024,0.0472
18.915,-0.3119,0.3973,1.0053,-0.2492,0.4125,1.0025,0.0472
18.92,-0.312,0.3972,1.0055,-0.2491,0.4122,1.0028,0.0472
18.925,-0.312,0.397,1.0056,-0.2493,0.412,1.003,0.0472
18.93,-0.3121,0.3969,1.0057,-0.2492,0.4119,1.0031,0.0472
18.935,-0.3122,0.3967,1.0058,-0.2494,0.4116,1.0032,0.0472
18.94,-0.3123,0.3966,1.0059,-0.2495,0.4116,1.0032,0.0472
18.945,-0.3124,0.3964,1.006,-0.2495,0.4116,1.0034,0.0472
18.95,-0.3124,0.3963,1.0061,-0.2495,0.4115,1.0035,0.0472
18.955,-0.3125,0.3962,1.0062,-0.2493,0.4115,1.0035,0.0472
18.96,-0.3126,0.396,1.0063,-0.2493,0.4115,1.0034,0.0472
18.965,-0.3127,0.3959,1.0064,-0.2492,0.4115,1.0036,0.0472
18.97,-0.3127,0.3957,1.0065,-0.2491,0.4115,1.0039,0.0472
18.975,-0.3128,0.3956,1.0066,-0.249,0.4113,1.004,0.0472
18.98,-0.3129,0.3954,1.0067,-0.2491,0.4111,1.0042,0.0472
18.985,-0.313,0.3953,1.0067,-0.2491,0.4112,1.0042,0.0472
18.99,-0.313,0.3951,1.0068,-0.2493,0.4112,1.0044,0.0472
18.995,-0.3131,0.395,1.0069,-0.2495,0.4111,1.0048,0.0472
19.0,-0.3132,0.3948,1.0069,-0.2497,0.4111,1.005,0.0472
19.005,-0.3132,0.3947,1.007,-0.25,0.411,1.005,0.0472
19.01,-0.3133,0.3945,1.007,-0.2502,0.4109,1.0049,0.0472
19.015,-0.3134,0.3944,1.0071,-0.2501,0.4108,1.005,0.0471
19.02,-0.3135,0.3942,1.0071,-0.2503,0.4106,1.0051,0.0471
19.025,-0.3135,0.3941,1.0071,-0.2502,0.4105,1.0054,0.0471
19.03,-0.3136,0.3939,1.0072,-0.2503,0.4105,1.0056,0.0471
19.035,-0.3137,0.3938,1.0072,-0.2504,0.4103,1.0057,0.0471
19.04,-0.3137,0.3936,1.0072,-0.2502,0.4102,1.0055,0.0471
19.045,-0.3138,0.3935,1.0072,-0.2501,0.4101,1.0053,0.0471
19.05,-0.3138,0.3933,1.0072,-0.2501,0.4101,1.0052,0.0471
19.055,-0.3139,0.3932,1.0072,-0.2501,0.4099,1.0051,0.0471
19.06,-0.314,0.393,1.0072,-0.2502,0.4099,1.0051,0.0471
19.065,-0.314,0.3929,1.0072,-0.2503,0.4098,1.005,0.0471
19.07,-0.3141,0.3927,1.0072,-0.2502,0.4099,1.005,0.0471
19.075,-0.3142,0.3926,1.0072,-0.2503,0.4099,1.0049,0.0471
19.08,-0.3142,0.3924,1.0072,-0.2503,0.4097,1.0048,0.0471
19.085,-0.3143,0.3922,1.0072,-0.2504,0.4096,1.0049,0.0471
19.09,-0.3143,0.3921,1.0071,-0.2505,0.4095,1.0047,0.0471
19.095,-0.3144,0.3919,1.0071,-0.2506,0.4094,1.0049,0.0471
19.1,-0.3144,0.3918,1.0071,-0.2506,0.4094,1.0047,0.047
19.105,-0.3145,0.3916,1.0071,-0.2506,0.4094,1.0051,0.047
19.11,-0.3146,0.3915,1.007,-0.2505,0.4093,1.0051,0.047
19.115,-0.3146,0.3913,1.007,-0.2503,0.4094,1.0053,0.047
19.12,-0.3147,0.3911,1.007,-0.2504,0.4093,1.0054,0.047
19.125,-0.3147,0.391,1.0069,-0.2503,0.4094,1.0054,0.047
19.13,-0.3148,0.3908,1.0069,-0.2504,0.4094,1.0054,0.047
19.135,-0.3148,0.3907,1.0069,-0.2505,0.4093,1.0053,0.047
19.14,-0.3149,0.3905,1.0068,-0.2505,0.4091,1.0053,0.047
19.145,-0.3149,0.3904,1.0068,-0.2505,0.4091,1.0054,0.047
19.15,-0.315,0.3902,1.0067,-0.2507,0.4089,1.0055,0.0469
19.155,-0.315,0.39,1.0067,-0.2507,0.4089,1.0058,0.0469
19.16,-0.315,0.3899,1.0067,-0.2506,0.4087,1.0059,0.0469
19.165,-0.3151,0.3897,1.0066,-0.2506,0.4086,1.0059,0.0469
19.17,-0.3151,0.3896,1.0066,-0.2505,0.4083,1.0061,0.0469
19.175,-0.3152,0.3894,1.0066,-0.2505,0.4083,1.0061,0.0469
19.18,-0.3152,0.3893,1.0065,-0.2508,0.4085,1.006,0.0469
19.185,-0.3153,0.3891,1.0065,-0.2508,0.4086,1.0059,0.0469
19.19,-0.3153,0.3889,1.0065,-0.2509,0.4086,1.006,0.0468
19.195,-0.3153,0.3888,1.0064,-0.2511,0.4085,1.0059,0.0468
19.2,-0.3154,0.3886,1.0064,-0.2512,0.4082,1.0058,0.0468
19.205,-0.3154,0.3885,1.0063,-0.2512,0.408,1.0056,0.0468
19.21,-0.3155,0.3883,1.0063,-0.2512,0.408,1.0052,0.0468
19.215,-0.3155,0.3882,1.0063,-0.2512,0.4081,1.0052,0.0468
19.22,-0.3155,0.388,1.0062,-0.2512,0.408,1.0051,0.0468
19.225,-0.3156,0.3878,1.0062,-0.2514,0.4079,1.005,0.0467
19.23,-0.3156,0.3877,1.0062,-0.2513,0.4079,1.005,0.0467
19.235,-0.3156,0.3875,1.0062,-0.2513,0.4079,1.0052,0.0467
19.24,-0.3157,0.3874,1.0061,-0.2512,0.4079,1.0051,0.0467
19.245,-0.3157,0.3872,1.0061,-0.2511,0.4078,1.0049,0.0467
19.25,-0.3157,0.3871,1.0061,-0.251,0.4078,1.0047,0.0467
19.255,-0.3157,0.3869,1.0061,-0.251,0.4077,1.0047,0.0467
19.26,-0.3158,0.3868,1.0061,-0.2509,0.4077,1.0048,0.0466
19.265,-0.3158,0.3866,1.006,-0.2508,0.4075,1.0046,0.0466
19.27,-0.3158,0.3864,1.006,-0.2507,0.4073,1.0046,0.0466
19.275,-0.3159,0.3863,1.006,-0.2506,0.4072,1.0045,0.0466
19.28,-0.3159,0.3861,1.006,-0.2506,0.4073,1.0044,0.0466
19.285,-0.3159,0.386,1.006,-0.2505,0.4073,1.0044,0.0466
19.29,-0.3159,0.3858,1.006,-0.2505,0.4074,1.0042,0.0465
19.295,-0.316,0.3857,1.006,-0.2505,0.4073,1.0044,0.0465
19.3,-0.316,0.3855,1.006,-0.2503,0.4072,1.0044,0.0465
19.305,-0.316,0.3854,1.0061,-0.2503,0.4072,1.0044,0.0465
19.31,-0.316,0.3852,1.0061,-0.2502,0.4072,1.0044,0.0465
19.315,-0.316,0.3851,1.0061,-0.2502,0.4071,1.0048,0.0465
19.32,-0.316,0.3849,1.0061,-0.2502,0.4071,1.0046,0.0464
19.325,-0.3161,0.3848,1.0061,-0.2505,0.407,1.0047,0.0464
19.33,-0.3161,0.3846,1.0062,-0.2506,0.4069,1.0046,0.0464
19.335,-0.3161,0.3845,1.0062,-0.2507,0.4067,1.0048,0.0464
19.34,-0.3161,0.3843,1.0062,-0.2507,0.4065,1.0047,0.0463
19.345,-0.3161,0.3842,1.0062,-0.2506,0.4063,1.0047,0.0463
19.35,-0.3161,0.384,1.0063,-0.2506,0.4061,1.0047,0.0463
19.355,-0.3161,0.3839,1.0063,-0.2506,0.4058,1.0048,0.0463
19.36,-0.3161,0.3838,1.0064,-0.2506,0.4057,1.0047,0.0463
19.365,-0.3162,0.3836,1.0064,-0.2507,0.4054,1.0047,0.0462
19.37,-0.3162,0.3835,1.0064,-0.2505,0.4053,1.005,0.0462
19.375,-0.3162,0.3833,1.0065,-0.2506,0.405,1.005,0.0462
19.38,-0.3162,0.3832,1.0065,-0.2505,0.405,1.0052,0.0462
19.385,-0.3162,0.383,1.0065,-0.2506,0.4049,1.0052,0.0461
19.39,-0.3162,0.3829,1.0066,-0.2508,0.4047,1.0054,0.0461
19.395,-0.3162,0.3828,1.0066,-0.2508,0.4045,1.0054,0.0461
19.4,-0.3162,0.3826,1.0066,-0.2509,0.4044,1.0052,0.0461
19.405,-0.3162,0.3825,1.0067,-0.2508,0.4045,1.0052,0.046
19.41,-0.3162,0.3823,1.0067,-0.2507,0.4043,1.0052,0.046
19.415,-0.3162,0.3822,1.0067,-0.2507,0.4043,1.0054,0.046
19.42,-0.3162,0.3821,1.0068,-0.2507,0.4043,1.0055,0.046
19.425,-0.3162,0.3819,1.0068,-0.2507,0.4044,1.0054,0.0459
19.43,-0.3162,0.3818,1.0068,-0.2507,0.4046,1.0058,0.0459
19.435,-0.3162,0.3817,1.0068,-0.2505,0.4045,1.0056,0.0459
19.44,-0.3162,0.3815,1.0068,-0.2505,0.4044,1.0057,0.0458
19.445,-0.3162,0.3814,1.0069,-0.2505,0.4041,1.0058,0.0458
19.45,-0.3161,0.3812,1.0069,-0.2503,0.4038,1.006,0.0458
19.455,-0.3161,0.3811,1.0069,-0.2503,0.4035,1.0062,0.0458
19.46,-0.3161,0.381,1.0069,-0.2502,0.4036,1.006,0.0457
19.465,-0.3161,0.3808,1.0069,-0.2503,0.4034,1.0063,0.0457
19.47,-0.3161,0.3807,1.0069,-0.2503,0.4033,1.0065,0.0457
19.475,-0.3161,0.3806,1.0069,-0.2504,0.4034,1.0066,0.0456
19.48,-0.3161,0.3805,1.0069,-0.2504,0.4035,1.0068,0.0456
19.485,-0.3161,0.3803,1.0069,-0.2504,0.4034,1.007,0.0456
19.49,-0.316,0.3802,1.0069,-0.2505,0.4032,1.007,0.0455
19.495,-0.316,0.3801,1.0068,-0.2506,0.4032,1.0068,0.0455
19.5,-0.316,0.3799,1.0068,-0.2505,0.4029,1.0067,0.0455
19.505,-0.316,0.3798,1.0068,-0.2505,0.4029,1.0068,0.0454
19.51,-0.316,0.3797,1.0068,-0.2505,0.4027,1.0069,0.0454
19.515,-0.3159,0.3796,1.0067,-0.2503,0.4025,1.0069,0.0453
19.52,-0.3159,0.3794,1.0067,-0.25,0.4024,1.0068,0.0453
19.525,-0.3159,0.3793,1.0066,-0.2499,0.4022,1.0068,0.0453
19.53,-0.3159,0.3792,1.0066,-0.2498,0.402,1.0067,0.0452
19.535,-0.3159,0.3791,1.0065,-0.2498,0.4018,1.0065,0.0452
19.54,-0.3158,0.3789,1.0065,-0.2497,0.4017,1.0064,0.0452
19.545,-0.3158,0.3788,1.0064,-0.2497,0.4017,1.0065,0.0451
19.55,-0.3158,0.3787,1.0064,-0.2496,0.4018,1.0064,0.0451
19.555,-0.3157,0.3786,1.0063,-0.2496,0.4016,1.0062,0.045
19.56,-0.3157,0.3785,1.0062,-0.2494,0.4016,1.006,0.045
19.565,-0.3157,0.3784,1.0062,-0.2492,0.4016,1.006,0.0449
19.57,-0.3157,0.3782,1.0061,-0.2492,0.4016,1.006,0.0449
19.575,-0.3156,0.3781,1.006,-0.2492,0.4018,1.0056,0.0449
19.58,-0.3156,0.378,1.0059,-0.2492,0.4018,1.0055,0.0448
19.585,-0.3156,0.3779,1.0059,-0.2494,0.4019,1.0057,0.0448
19.59,-0.3155,0.3778,1.0058,-0.2493,0.4019,1.0056,0.0447
19.595,-0.3155,0.3777,1.0057,-0.2493,0.4018,1.0055,0.0447
19.6,-0.3154,0.3776,1.0056,-0.2493,0.4016,1.0056,0.0446
19.605,-0.3154,0.3775,1.0055,-0.2494,0.4015,1.0055,0.0446
19.61,-0.3154,0.3774,1.0054,-0.2492,0.4013,1.0055,0.0445
19.615,-0.3153,0.3772,1.0054,-0.2492,0.4013,1.0053,0.0445
19.62,-0.3153,0.3771,1.0053,-0.2491,0.401,1.0053,0.0444
19.625,-0.3152,0.377,1.0052,-0.2492,0.4007,1.0051,0.0444
19.63,-0.3152,0.3769,1.0051,-0.2492,0.4005,1.005,0.0443
19.635,-0.3151,0.3768,1.005,-0.2491,0.4004,1.0052,0.0443
19.64,-0.3151,0.3767,1.005,-0.2491,0.4003,1.0052,0.0442
19.645,-0.3151,0.3766,1.0049,-0.2489,0.4003,1.0052,0.0442
19.65,-0.315,0.3765,1.0048,-0.2486,0.4005,1.0055,0.0441
19.655,-0.315,0.3764,1.0047,-0.2486,0.4004,1.0053,0.0441
19.66,-0.3149,0.3763,1.0047,-0.2483,0.4002,1.0053,0.044
19.665,-0.3149,0.3762,1.0046,-0.2482,0.4,1.0052,0.0439
19.67,-0.3148,0.3761,1.0045,-0.2483,0.4001,1.0053,0.0439
19.675,-0.3147,0.376,1.0045,-0.2483,0.3999,1.0054,0.0438
19.68,-0.3147,0.3759,1.0044,-0.2481,0.4,1.0053,0.0438
19.685,-0.3146,0.3759,1.0043,-0.248,0.3999,1.0052,0.0437
19.69,-0.3146,0.3758,1.0043,-0.248,0.3997,1.0053,0.0436
19.695,-0.3145,0.3757,1.0042,-0.2481,0.3996,1.0052,0.0436
19.7,-0.3145,0.3756,1.0042,-0.2482,0.3994,1.005,0.0435
19.705,-0.3144,0.3755,1.0041,-0.2482,0.3994,1.005,0.0435
19.71,-0.3143,0.3754,1.004,-0.2483,0.3993,1.0048,0.0434
19.715,-0.3143,0.3753,1.004,-0.2481,0.3993,1.0049,0.0433
19.72,-0.3142,0.3752,1.0039,-0.2481,0.3992,1.0048,0.0433
