run,call_num,context,mp_risk,mp_full_response,mp_ms,yolo_full_response,yolo_ms,total_pipeline_ms,error,orchestrator,scenario,scene_label
1,0,patrol,safe,no person detected; risk=safe,23.8,"YOLO detections: train (conf=0.22, depth_m=3.6m [DA v2], src=COCO, bbox=[0.5,0.4,317.9,238.1]); window (conf=0.34, depth_m=3.2m [DA v2], src=YOLO-W, bbox=[0.0,120.2,16.8,149.5])",360.4,384.2,,claude,clear_room,door_open
1,1,patrol,safe,no person detected; risk=safe,28.6,"YOLO detections: train (conf=0.22, depth_m=3.6m [DA v2], src=COCO, bbox=[0.5,0.4,317.9,238.1]); window (conf=0.34, depth_m=3.2m [DA v2], src=YOLO-W, bbox=[0.0,120.2,16.8,149.5])",215.8,244.4,,claude,clear_room,door_open
1,2,patrol,safe,no person detected; risk=safe,36.8,"YOLO detections: train (conf=0.22, depth_m=3.6m [DA v2], src=COCO, bbox=[0.5,0.4,317.9,238.1]); window (conf=0.34, depth_m=3.2m [DA v2], src=YOLO-W, bbox=[0.0,120.2,16.8,149.5])",229.7,266.5,,claude,clear_room,door_open
1,3,patrol,safe,no person detected; risk=safe,41.6,"YOLO detections: train (conf=0.22, depth_m=3.6m [DA v2], src=COCO, bbox=[0.5,0.4,317.9,238.1]); window (conf=0.34, depth_m=3.2m [DA v2], src=YOLO-W, bbox=[0.0,120.2,16.8,149.5])",213.9,255.5,,claude,clear_room,door_open
1,4,patrol,safe,no person detected; risk=safe,28.0,"YOLO detections: train (conf=0.22, depth_m=3.6m [DA v2], src=COCO, bbox=[0.5,0.4,317.9,238.1]); window (conf=0.34, depth_m=3.2m [DA v2], src=YOLO-W, bbox=[0.0,120.2,16.8,149.5])",222.1,250.1,,claude,clear_room,door_open
2,0,patrol,safe,no person detected; risk=safe,36.8,"YOLO detections: train (conf=0.22, depth_m=3.6m [DA v2], src=COCO, bbox=[0.5,0.4,317.9,238.1]); window (conf=0.34, depth_m=3.2m [DA v2], src=YOLO-W, bbox=[0.0,120.2,16.8,149.5])",223.9,260.7,,claude,clear_room,door_open
3,0,patrol,safe,no person detected; risk=safe,20.8,"YOLO detections: train (conf=0.22, depth_m=3.6m [DA v2], src=COCO, bbox=[0.5,0.4,317.9,238.1]); window (conf=0.34, depth_m=3.2m [DA v2], src=YOLO-W, bbox=[0.0,120.2,16.8,149.5])",251.1,271.9,,claude,clear_room,door_open
3,1,patrol,safe,no person detected; risk=safe,35.6,"YOLO detections: train (conf=0.22, depth_m=3.6m [DA v2], src=COCO, bbox=[0.5,0.4,317.9,238.1]); window (conf=0.34, depth_m=3.2m [DA v2], src=YOLO-W, bbox=[0.0,120.2,16.8,149.5])",240.8,276.4,,claude,clear_room,door_open
3,2,patrol,safe,no person detected; risk=safe,27.3,"YOLO detections: train (conf=0.22, depth_m=3.6m [DA v2], src=COCO, bbox=[0.5,0.4,317.9,238.1]); window (conf=0.34, depth_m=3.2m [DA v2], src=YOLO-W, bbox=[0.0,120.2,16.8,149.5])",222.1,249.4,,claude,clear_room,door_open
3,3,patrol,safe,no person detected; risk=safe,23.5,"YOLO detections: train (conf=0.22, depth_m=3.6m [DA v2], src=COCO, bbox=[0.5,0.4,317.9,238.1]); window (conf=0.34, depth_m=3.2m [DA v2], src=YOLO-W, bbox=[0.0,120.2,16.8,149.5])",227.0,250.5,,claude,clear_room,door_open
4,0,patrol,safe,no person detected; risk=safe,37.8,"YOLO detections: train (conf=0.22, depth_m=3.6m [DA v2], src=COCO, bbox=[0.5,0.4,317.9,238.1]); window (conf=0.34, depth_m=3.2m [DA v2], src=YOLO-W, bbox=[0.0,120.2,16.8,149.5])",228.0,265.8,,claude,clear_room,door_open
1,0,room_event,hazard,person detected; conf=0.455; est_dist=0.24m; risk=hazard,37.0,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])",224.6,261.6,,claude,alert_room,person_near
1,1,patrol,hazard,person detected; conf=0.455; est_dist=0.24m; risk=hazard,26.2,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])",214.5,240.7,,claude,alert_room,person_near
1,2,investigate,hazard,person detected; conf=0.455; est_dist=0.24m; risk=hazard,19.0,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])",217.3,236.3,,claude,alert_room,person_near
1,3,patrol,hazard,person detected; conf=0.455; est_dist=0.24m; risk=hazard,27.0,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])",218.1,245.1,,claude,alert_room,person_near
1,4,patrol,hazard,person detected; conf=0.455; est_dist=0.24m; risk=hazard,24.6,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])",245.0,269.6,,claude,alert_room,person_near
1,5,patrol,hazard,person detected; conf=0.455; est_dist=0.24m; risk=hazard,31.9,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])",215.7,247.6,,claude,alert_room,person_near
1,6,patrol,hazard,person detected; conf=0.455; est_dist=0.24m; risk=hazard,35.2,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])",215.0,250.2,,claude,alert_room,person_near
2,0,room_event,hazard,person detected; conf=0.455; est_dist=0.24m; risk=hazard,26.8,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])",234.9,261.7,,claude,alert_room,person_near
2,1,patrol,hazard,person detected; conf=0.455; est_dist=0.24m; risk=hazard,20.4,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])",218.2,238.6,,claude,alert_room,person_near
2,2,investigate,hazard,person detected; conf=0.455; est_dist=0.24m; risk=hazard,38.4,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])",221.1,259.5,,claude,alert_room,person_near
2,3,patrol,hazard,person detected; conf=0.455; est_dist=0.24m; risk=hazard,40.8,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])",221.4,262.2,,claude,alert_room,person_near
2,4,patrol,hazard,person detected; conf=0.455; est_dist=0.24m; risk=hazard,45.3,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])",206.8,252.1,,claude,alert_room,person_near
2,5,patrol,hazard,person detected; conf=0.455; est_dist=0.24m; risk=hazard,23.9,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])",219.2,243.1,,claude,alert_room,person_near
2,6,patrol,hazard,person detected; conf=0.455; est_dist=0.24m; risk=hazard,27.9,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])",215.7,243.6,,claude,alert_room,person_near
2,7,patrol,hazard,person detected; conf=0.455; est_dist=0.24m; risk=hazard,22.9,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])",224.0,246.9,,claude,alert_room,person_near
3,0,room_event,hazard,person detected; conf=0.455; est_dist=0.24m; risk=hazard,30.7,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])",235.2,265.9,,claude,alert_room,person_near
3,1,patrol,hazard,person detected; conf=0.455; est_dist=0.24m; risk=hazard,32.4,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])",225.2,257.6,,claude,alert_room,person_near
3,2,investigate,hazard,person detected; conf=0.455; est_dist=0.24m; risk=hazard,26.0,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])",238.4,264.4,,claude,alert_room,person_near
3,3,patrol,hazard,person detected; conf=0.455; est_dist=0.24m; risk=hazard,24.3,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])",221.3,245.6,,claude,alert_room,person_near
3,4,patrol,hazard,person detected; conf=0.455; est_dist=0.24m; risk=hazard,49.4,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])",213.3,262.7,,claude,alert_room,person_near
3,5,patrol,hazard,person detected; conf=0.455; est_dist=0.24m; risk=hazard,31.4,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])",211.1,242.5,,claude,alert_room,person_near
3,6,patrol,hazard,person detected; conf=0.455; est_dist=0.24m; risk=hazard,22.5,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])",243.1,265.6,,claude,alert_room,person_near
4,0,room_event,hazard,person detected; conf=0.455; est_dist=0.24m; risk=hazard,28.6,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])",218.2,246.8,,claude,alert_room,person_near
4,1,patrol,hazard,person detected; conf=0.455; est_dist=0.24m; risk=hazard,27.5,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])",221.1,248.6,,claude,alert_room,person_near
4,2,patrol,hazard,person detected; conf=0.455; est_dist=0.24m; risk=hazard,28.8,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])",218.1,246.9,,claude,alert_room,person_near
4,3,patrol,hazard,person detected; conf=0.455; est_dist=0.24m; risk=hazard,31.2,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])",230.7,261.9,,claude,alert_room,person_near
4,4,patrol,hazard,person detected; conf=0.455; est_dist=0.24m; risk=hazard,29.4,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])",209.7,239.1,,claude,alert_room,person_near
4,5,patrol,hazard,person detected; conf=0.455; est_dist=0.24m; risk=hazard,42.1,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])",221.9,264.0,,claude,alert_room,person_near
5,0,room_event,hazard,person detected; conf=0.455; est_dist=0.24m; risk=hazard,32.7,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])",223.1,255.8,,claude,alert_room,person_near
5,1,patrol,hazard,person detected; conf=0.455; est_dist=0.24m; risk=hazard,23.9,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])",227.5,251.4,,claude,alert_room,person_near
5,2,investigate,hazard,person detected; conf=0.455; est_dist=0.24m; risk=hazard,37.3,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])",227.4,264.7,,claude,alert_room,person_near
5,3,patrol,hazard,person detected; conf=0.455; est_dist=0.24m; risk=hazard,29.7,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])",209.0,238.7,,claude,alert_room,person_near
5,4,patrol,hazard,person detected; conf=0.455; est_dist=0.24m; risk=hazard,38.1,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])",223.1,261.2,,claude,alert_room,person_near
5,5,patrol,hazard,person detected; conf=0.455; est_dist=0.24m; risk=hazard,31.7,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])",216.4,248.1,,claude,alert_room,person_near
5,6,patrol,hazard,person detected; conf=0.455; est_dist=0.24m; risk=hazard,32.5,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])",217.9,250.4,,claude,alert_room,person_near
2,0,patrol,safe,no person detected; risk=safe,37.7,"YOLO detections: train (conf=0.22, depth_m=3.6m [DA v2], src=COCO, bbox=[0.5,0.4,317.9,238.1]); window (conf=0.34, depth_m=3.2m [DA v2], src=YOLO-W, bbox=[0.0,120.2,16.8,149.5])",236.7,274.4,,gpt4o,clear_room,door_open
2,1,patrol,safe,no person detected; risk=safe,17.6,"YOLO detections: train (conf=0.22, depth_m=3.6m [DA v2], src=COCO, bbox=[0.5,0.4,317.9,238.1]); window (conf=0.34, depth_m=3.2m [DA v2], src=YOLO-W, bbox=[0.0,120.2,16.8,149.5])",217.0,234.6,,gpt4o,clear_room,door_open
2,2,patrol,safe,no person detected; risk=safe,30.0,"YOLO detections: train (conf=0.22, depth_m=3.6m [DA v2], src=COCO, bbox=[0.5,0.4,317.9,238.1]); window (conf=0.34, depth_m=3.2m [DA v2], src=YOLO-W, bbox=[0.0,120.2,16.8,149.5])",223.7,253.7,,gpt4o,clear_room,door_open
2,3,patrol,safe,no person detected; risk=safe,23.4,"YOLO detections: train (conf=0.22, depth_m=3.6m [DA v2], src=COCO, bbox=[0.5,0.4,317.9,238.1]); window (conf=0.34, depth_m=3.2m [DA v2], src=YOLO-W, bbox=[0.0,120.2,16.8,149.5])",228.1,251.5,,gpt4o,clear_room,door_open
1,0,room_event,hazard,person detected; conf=0.455; est_dist=0.24m; risk=hazard,33.7,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])",227.6,261.3,,gpt4o,alert_room,person_near
1,1,investigate,hazard,person detected; conf=0.455; est_dist=0.24m; risk=hazard,35.2,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])",210.4,245.6,,gpt4o,alert_room,person_near
2,0,room_event,hazard,person detected; conf=0.455; est_dist=0.24m; risk=hazard,39.1,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])",214.1,253.2,,gpt4o,alert_room,person_near
3,0,room_event,hazard,person detected; conf=0.455; est_dist=0.24m; risk=hazard,30.2,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])",230.2,260.4,,gpt4o,alert_room,person_near
3,1,investigate,hazard,person detected; conf=0.455; est_dist=0.24m; risk=hazard,30.3,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])",230.9,261.2,,gpt4o,alert_room,person_near
4,0,room_event,hazard,person detected; conf=0.455; est_dist=0.24m; risk=hazard,30.5,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])",211.0,241.5,,gpt4o,alert_room,person_near
4,1,investigate,hazard,person detected; conf=0.455; est_dist=0.24m; risk=hazard,29.5,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])",212.2,241.7,,gpt4o,alert_room,person_near
5,0,room_event,hazard,person detected; conf=0.455; est_dist=0.24m; risk=hazard,37.5,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])",208.8,246.3,,gpt4o,alert_room,person_near
5,1,patrol,hazard,person detected; conf=0.455; est_dist=0.24m; risk=hazard,37.0,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])",220.6,257.6,,gpt4o,alert_room,person_near
