t_s,z_true_m,z_ekf_m,z_setpoint_m,vz_m_s
14.145,1.3215,1.3117,1.6,0.1802
14.15,1.3232,1.313,1.6,0.1901
14.155,1.3249,1.3139,1.6,0.1982
14.16,1.3266,1.3153,1.6,0.2072
14.165,1.3283,1.3166,1.6,0.2157
14.17,1.3301,1.3184,1.6,0.2254
14.175,1.3319,1.3201,1.6,0.2341
14.18,1.3336,1.3215,1.6,0.2414
14.185,1.3354,1.3231,1.6,0.2489
14.19,1.3372,1.3247,1.6,0.2557
14.195,1.3389,1.3265,1.6,0.2629
14.2,1.3407,1.3282,1.6,0.2691
14.205,1.3424,1.3298,1.6,0.2746
14.21,1.3441,1.3316,1.6,0.2802
14.215,1.3458,1.3333,1.6,0.2851
14.22,1.3475,1.3348,1.6,0.2888
14.225,1.3491,1.3365,1.6,0.2923
14.23,1.3507,1.3384,1.6,0.2962
14.235,1.3523,1.3402,1.6,0.2994
14.24,1.3539,1.3422,1.6,0.3026
14.245,1.3554,1.3437,1.6,0.3038
14.25,1.3569,1.3456,1.6,0.3058
14.255,1.3583,1.3478,1.6,0.3083
14.26,1.3597,1.3496,1.6,0.3092
14.265,1.3611,1.3515,1.6,0.3097
14.27,1.3624,1.3535,1.6,0.3103
14.275,1.3637,1.3554,1.6,0.3102
14.28,1.3649,1.357,1.6,0.3086
14.285,1.3661,1.3588,1.6,0.3072
14.29,1.3672,1.3605,1.6,0.3054
14.295,1.3683,1.3624,1.6,0.3037
14.3,1.3694,1.3641,1.6,0.3014
14.305,1.3704,1.3656,1.6,0.2979
14.31,1.3713,1.367,1.6,0.2942
14.315,1.3722,1.3686,1.6,0.2906
14.32,1.3731,1.37,1.6,0.2864
14.325,1.3739,1.3718,1.6,0.2834
14.33,1.3747,1.3733,1.6,0.279
14.335,1.3754,1.3746,1.6,0.2742
14.34,1.3761,1.3759,1.6,0.269
14.345,1.3767,1.3776,1.6,0.265
14.35,1.3774,1.379,1.6,0.26
14.355,1.3779,1.3803,1.6,0.2548
14.36,1.3785,1.3816,1.6,0.2492
14.365,1.379,1.3826,1.6,0.243
14.37,1.3795,1.3836,1.6,0.2368
14.375,1.3799,1.3846,1.6,0.2307
14.38,1.3803,1.3856,1.6,0.2248
14.385,1.3807,1.3867,1.6,0.2193
14.39,1.3811,1.3876,1.6,0.2136
14.395,1.3815,1.3885,1.6,0.2079
14.4,1.3818,1.3893,1.6,0.2022
14.405,1.3821,1.3899,1.6,0.1959
14.41,1.3824,1.3905,1.6,0.1901
14.415,1.3827,1.391,1.6,0.1839
14.42,1.383,1.3917,1.6,0.1788
14.425,1.3832,1.3923,1.6,0.1734
14.43,1.3835,1.393,1.6,0.169
14.435,1.3838,1.3939,1.6,0.1652
14.44,1.3841,1.3941,1.6,0.1596
14.445,1.3843,1.3945,1.6,0.155
14.45,1.3846,1.395,1.6,0.1508
14.455,1.3849,1.3957,1.6,0.1478
14.46,1.3852,1.3959,1.6,0.1435
14.465,1.3855,1.3966,1.6,0.141
14.47,1.3858,1.3968,1.6,0.1375
14.475,1.3861,1.3973,1.6,0.135
14.48,1.3865,1.3975,1.6,0.1319
14.485,1.3869,1.3977,1.6,0.1294
14.49,1.3873,1.3983,1.6,0.1282
14.495,1.3877,1.3987,1.6,0.127
14.5,1.3881,1.3991,1.6,0.1257
14.505,1.3886,1.3992,1.6,0.1242
14.51,1.3891,1.3997,1.6,0.1239
14.515,1.3896,1.3999,1.6,0.1232
14.52,1.3902,1.4001,1.6,0.1227
14.525,1.3907,1.4001,1.6,0.1219
14.53,1.3913,1.4002,1.6,0.1215
14.535,1.392,1.4004,1.6,0.1219
14.54,1.3926,1.4011,1.6,0.1238
14.545,1.3933,1.4015,1.6,0.1255
14.55,1.3941,1.4019,1.6,0.1267
14.555,1.3948,1.4024,1.6,0.1287
14.56,1.3956,1.4026,1.6,0.13
14.565,1.3965,1.4027,1.6,0.1312
14.57,1.3973,1.4032,1.6,0.1337
14.575,1.3982,1.4037,1.6,0.1362
14.58,1.3991,1.4041,1.6,0.1387
14.585,1.4001,1.4048,1.6,0.1422
14.59,1.4011,1.4053,1.6,0.145
14.595,1.4021,1.4057,1.6,0.1479
14.6,1.4031,1.4063,1.6,0.1508
14.605,1.4042,1.4071,1.6,0.1545
14.61,1.4053,1.408,1.6,0.1589
14.615,1.4064,1.4086,1.6,0.1621
14.62,1.4075,1.4094,1.6,0.1657
14.625,1.4086,1.4103,1.6,0.1695
14.63,1.4098,1.4112,1.6,0.1733
14.635,1.411,1.412,1.6,0.1768
14.64,1.4122,1.4126,1.6,0.1796
14.645,1.4134,1.4136,1.6,0.1835
14.65,1.4147,1.4146,1.6,0.1872
14.655,1.4159,1.4152,1.6,0.1895
14.66,1.4172,1.4165,1.6,0.1937
14.665,1.4184,1.4174,1.6,0.1968
14.67,1.4197,1.4185,1.6,0.2003
14.675,1.421,1.4196,1.6,0.2036
14.68,1.4223,1.4207,1.6,0.2066
14.685,1.4235,1.4217,1.6,0.2093
14.69,1.4248,1.4227,1.6,0.2119
14.695,1.4261,1.424,1.6,0.215
14.7,1.4274,1.4252,1.6,0.218
14.705,1.4287,1.4265,1.6,0.2207
14.71,1.43,1.4278,1.6,0.2238
14.715,1.4312,1.4292,1.6,0.2267
14.72,1.4325,1.4304,1.6,0.2284
14.725,1.4338,1.4317,1.6,0.2304
14.73,1.435,1.4331,1.6,0.2327
14.735,1.4363,1.4345,1.6,0.2346
14.74,1.4375,1.4357,1.6,0.2356
14.745,1.4387,1.4365,1.6,0.2355
14.75,1.4399,1.4376,1.6,0.2359
14.755,1.4411,1.439,1.6,0.2372
14.76,1.4423,1.4402,1.6,0.2375
14.765,1.4434,1.4411,1.6,0.2369
14.77,1.4446,1.4423,1.6,0.237
14.775,1.4457,1.4435,1.6,0.2373
14.78,1.4468,1.445,1.6,0.2379
14.785,1.4479,1.4462,1.6,0.2376
14.79,1.449,1.4474,1.6,0.2373
14.795,1.45,1.4486,1.6,0.2366
14.8,1.4511,1.4501,1.6,0.2369
14.805,1.4521,1.4513,1.6,0.2362
14.81,1.4531,1.4527,1.6,0.2356
14.815,1.4541,1.4538,1.6,0.2343
14.82,1.4551,1.4549,1.6,0.2329
14.825,1.456,1.4559,1.6,0.2309
14.83,1.4569,1.4571,1.6,0.2296
14.835,1.4579,1.4584,1.6,0.2284
14.84,1.4588,1.4595,1.6,0.2263
14.845,1.4596,1.4604,1.6,0.2236
14.85,1.4605,1.4613,1.6,0.2212
14.855,1.4614,1.4626,1.6,0.2196
14.86,1.4622,1.4635,1.6,0.217
14.865,1.463,1.4643,1.6,0.2139
14.87,1.4639,1.4654,1.6,0.2117
14.875,1.4647,1.4666,1.6,0.2099
14.88,1.4654,1.4674,1.6,0.2071
14.885,1.4662,1.4683,1.6,0.2045
14.89,1.467,1.4691,1.6,0.2019
14.895,1.4678,1.4702,1.6,0.2001
14.9,1.4685,1.4712,1.6,0.198
14.905,1.4693,1.472,1.6,0.1954
14.91,1.47,1.473,1.6,0.1936
14.915,1.4707,1.4738,1.6,0.1912
14.92,1.4715,1.4748,1.6,0.1894
14.925,1.4722,1.4758,1.6,0.1877
14.93,1.4729,1.4768,1.6,0.1862
14.935,1.4737,1.4775,1.6,0.1837
14.94,1.4744,1.4781,1.6,0.1812
14.945,1.4751,1.479,1.6,0.1798
14.95,1.4758,1.4799,1.6,0.1784
14.955,1.4766,1.4805,1.6,0.176
14.96,1.4773,1.4813,1.6,0.1745
14.965,1.478,1.4821,1.6,0.1734
14.97,1.4788,1.4826,1.6,0.1711
14.975,1.4795,1.4833,1.6,0.1699
14.98,1.4803,1.484,1.6,0.1684
14.985,1.481,1.485,1.6,0.1684
14.99,1.4818,1.4857,1.6,0.1673
14.995,1.4825,1.4863,1.6,0.166
15.0,1.4833,1.4871,1.6,0.1656
15.005,1.4841,1.488,1.6,0.1655
15.01,1.4849,1.4889,1.6,0.1653
15.015,1.4857,1.4896,1.6,0.1647
15.02,1.4865,1.4901,1.6,0.1636
15.025,1.4873,1.4905,1.6,0.1626
15.03,1.4881,1.4911,1.6,0.1621
15.035,1.4889,1.4919,1.6,0.1621
15.04,1.4897,1.4922,1.6,0.1607
15.045,1.4905,1.4929,1.6,0.1605
15.05,1.4914,1.4935,1.6,0.1604
15.055,1.4922,1.4944,1.6,0.161
15.06,1.4931,1.4951,1.6,0.1608
15.065,1.4939,1.4957,1.6,0.1605
15.07,1.4948,1.4965,1.6,0.1607
15.075,1.4956,1.4975,1.6,0.1616
15.08,1.4965,1.4982,1.6,0.1615
15.085,1.4974,1.4989,1.6,0.1618
15.09,1.4983,1.4996,1.6,0.1615
15.095,1.4991,1.5002,1.6,0.1615
15.1,1.5,1.5011,1.6,0.162
15.105,1.5009,1.5015,1.6,0.1613
15.11,1.5018,1.5024,1.6,0.1618
15.115,1.5027,1.5034,1.6,0.163
15.12,1.5036,1.5043,1.6,0.1636
15.125,1.5045,1.5052,1.6,0.1645
15.13,1.5054,1.5061,1.6,0.1652
15.135,1.5063,1.5068,1.6,0.1651
15.14,1.5072,1.5073,1.6,0.1648
15.145,1.5081,1.5085,1.6,0.1662
15.15,1.509,1.5092,1.6,0.1663
15.155,1.5099,1.5099,1.6,0.166
15.16,1.5108,1.5107,1.6,0.1664
15.165,1.5117,1.5119,1.6,0.1676
15.17,1.5126,1.5129,1.6,0.1685
15.175,1.5135,1.514,1.6,0.1697
15.18,1.5143,1.5147,1.6,0.1691
15.185,1.5152,1.5153,1.6,0.1685
15.19,1.5161,1.5162,1.6,0.1686
15.195,1.5169,1.517,1.6,0.1683
15.2,1.5178,1.5177,1.6,0.1677
15.205,1.5186,1.5184,1.6,0.1669
15.21,1.5195,1.5192,1.6,0.1663
15.215,1.5203,1.5202,1.6,0.1662
15.22,1.5211,1.521,1.6,0.1658
15.225,1.5219,1.5218,1.6,0.1649
15.23,1.5227,1.5227,1.6,0.1648
15.235,1.5235,1.5234,1.6,0.1638
15.24,1.5242,1.5246,1.6,0.1641
15.245,1.525,1.5253,1.6,0.1631
15.25,1.5258,1.5261,1.6,0.1618
15.255,1.5265,1.527,1.6,0.1615
15.26,1.5272,1.5276,1.6,0.16
15.265,1.5279,1.5284,1.6,0.1587
15.27,1.5286,1.529,1.6,0.1573
15.275,1.5293,1.5297,1.6,0.1558
15.28,1.53,1.5305,1.6,0.1546
15.285,1.5307,1.5315,1.6,0.1542
15.29,1.5313,1.5324,1.6,0.1536
15.295,1.532,1.5332,1.6,0.1523
15.3,1.5326,1.5339,1.6,0.151
15.305,1.5332,1.5347,1.6,0.1497
15.31,1.5338,1.5352,1.6,0.1476
15.315,1.5344,1.5359,1.6,0.1459
15.32,1.535,1.5366,1.6,0.1441
15.325,1.5355,1.5372,1.6,0.1422
15.33,1.5361,1.5374,1.6,0.1389
15.335,1.5366,1.538,1.6,0.1368
15.34,1.5372,1.5388,1.6,0.1354
15.345,1.5377,1.5395,1.6,0.1337
15.35,1.5382,1.5404,1.6,0.1326
15.355,1.5387,1.5408,1.6,0.1301
15.36,1.5392,1.5414,1.6,0.1278
15.365,1.5396,1.5419,1.6,0.1254
15.37,1.5401,1.5422,1.6,0.1226
15.375,1.5406,1.5426,1.6,0.1201
15.38,1.541,1.5433,1.6,0.1183
15.385,1.5415,1.5438,1.6,0.1161
15.39,1.5419,1.5443,1.6,0.1142
15.395,1.5423,1.5447,1.6,0.1118
15.4,1.5428,1.545,1.6,0.1093
15.405,1.5432,1.5456,1.6,0.1076
15.41,1.5436,1.546,1.6,0.1053
15.415,1.544,1.5464,1.6,0.1034
15.42,1.5444,1.547,1.6,0.102
15.425,1.5448,1.5475,1.6,0.1003
15.43,1.5452,1.5478,1.6,0.0981
15.435,1.5456,1.5483,1.6,0.0965
15.44,1.546,1.5485,1.6,0.0945
15.445,1.5464,1.5491,1.6,0.0934
15.45,1.5468,1.5495,1.6,0.092
15.455,1.5472,1.5498,1.6,0.0902
15.46,1.5476,1.5501,1.6,0.0883
15.465,1.5481,1.5502,1.6,0.0862
15.47,1.5485,1.5506,1.6,0.0849
15.475,1.5489,1.5507,1.6,0.0831
15.48,1.5493,1.5509,1.6,0.0815
15.485,1.5497,1.5511,1.6,0.08
15.49,1.5501,1.5513,1.6,0.0784
15.495,1.5506,1.5518,1.6,0.0782
15.5,1.551,1.5522,1.6,0.0777
15.505,1.5514,1.5523,1.6,0.0767
15.51,1.5519,1.5528,1.6,0.0769
15.515,1.5524,1.5532,1.6,0.0767
15.52,1.5528,1.5535,1.6,0.0763
15.525,1.5533,1.5535,1.6,0.0754
15.53,1.5538,1.554,1.6,0.0759
15.535,1.5543,1.5543,1.6,0.0759
15.54,1.5548,1.5545,1.6,0.0757
15.545,1.5553,1.5549,1.6,0.0762
15.55,1.5558,1.5552,1.6,0.0765
15.555,1.5563,1.5557,1.6,0.0773
15.56,1.5568,1.5559,1.6,0.0773
15.565,1.5574,1.5563,1.6,0.0781
15.57,1.5579,1.5566,1.6,0.0786
15.575,1.5585,1.5566,1.6,0.0783
15.58,1.559,1.5572,1.6,0.0797
15.585,1.5596,1.5578,1.6,0.0812
15.59,1.5602,1.5582,1.6,0.082
15.595,1.5608,1.5587,1.6,0.0832
15.6,1.5614,1.5591,1.6,0.0841
15.605,1.562,1.5596,1.6,0.0854
15.61,1.5626,1.5603,1.6,0.0869
15.615,1.5632,1.5607,1.6,0.088
15.62,1.5638,1.5613,1.6,0.0893
15.625,1.5644,1.5616,1.6,0.0899
15.63,1.565,1.5619,1.6,0.0907
15.635,1.5656,1.5627,1.6,0.0925
15.64,1.5662,1.5636,1.6,0.0949
15.645,1.5668,1.5641,1.6,0.0961
15.65,1.5674,1.5648,1.6,0.0976
15.655,1.5681,1.5653,1.6,0.0985
15.66,1.5687,1.5659,1.6,0.0996
15.665,1.5693,1.5664,1.6,0.1004
15.67,1.5699,1.5669,1.6,0.1011
15.675,1.5705,1.5676,1.6,0.1022
15.68,1.571,1.5682,1.6,0.1032
15.685,1.5716,1.5687,1.6,0.1035
15.69,1.5722,1.5694,1.6,0.1043
15.695,1.5728,1.5702,1.6,0.1054
15.7,1.5733,1.5709,1.6,0.1058
15.705,1.5739,1.5714,1.6,0.1056
15.71,1.5744,1.5724,1.6,0.1071
15.715,1.5749,1.5732,1.6,0.1075
15.72,1.5754,1.5737,1.6,0.1071
15.725,1.5759,1.5743,1.6,0.107
15.73,1.5764,1.575,1.6,0.1066
15.735,1.5769,1.5754,1.6,0.1057
15.74,1.5773,1.5761,1.6,0.1053
15.745,1.5778,1.5762,1.6,0.1032
15.75,1.5782,1.5769,1.6,0.1025
15.755,1.5786,1.5775,1.6,0.1017
15.76,1.579,1.5781,1.6,0.1006
15.765,1.5794,1.5787,1.6,0.0996
15.77,1.5797,1.5793,1.6,0.0983
15.775,1.5801,1.5799,1.6,0.0971
15.78,1.5804,1.5804,1.6,0.0955
15.785,1.5807,1.581,1.6,0.0943
15.79,1.581,1.5816,1.6,0.0928
15.795,1.5813,1.5824,1.6,0.0919
15.8,1.5816,1.5828,1.6,0.0899
15.805,1.5818,1.5833,1.6,0.0881
15.81,1.582,1.5836,1.6,0.0858
15.815,1.5823,1.584,1.6,0.0836
15.82,1.5825,1.5845,1.6,0.0814
15.825,1.5826,1.585,1.6,0.0796
15.83,1.5828,1.585,1.6,0.076
15.835,1.583,1.5854,1.6,0.0738
15.84,1.5831,1.5859,1.6,0.0723
15.845,1.5832,1.5863,1.6,0.0699
15.85,1.5834,1.5862,1.6,0.0666
15.855,1.5835,1.5864,1.6,0.0638
15.86,1.5836,1.5867,1.6,0.0618
15.865,1.5836,1.587,1.6,0.0594
15.87,1.5837,1.5871,1.6,0.0566
15.875,1.5838,1.5874,1.6,0.0546
15.88,1.5839,1.5873,1.6,0.0513
15.885,1.5839,1.5876,1.6,0.0492
15.89,1.584,1.5878,1.6,0.047
15.895,1.584,1.5877,1.6,0.0439
15.9,1.584,1.5878,1.6,0.0414
15.905,1.5841,1.588,1.6,0.0396
15.91,1.5841,1.5882,1.6,0.0378
15.915,1.5841,1.5885,1.6,0.0364
15.92,1.5842,1.5884,1.6,0.0339
15.925,1.5842,1.5886,1.6,0.0322
15.93,1.5842,1.5883,1.6,0.0291
15.935,1.5843,1.5881,1.6,0.0267
15.94,1.5843,1.588,1.6,0.0247
15.945,1.5844,1.5881,1.6,0.0237
15.95,1.5844,1.588,1.6,0.0221
15.955,1.5845,1.5878,1.6,0.0204
15.96,1.5845,1.5877,1.6,0.0191
15.965,1.5846,1.5878,1.6,0.0185
15.97,1.5847,1.588,1.6,0.0183
15.975,1.5848,1.588,1.6,0.0176
15.98,1.5849,1.5879,1.6,0.0167
15.985,1.585,1.588,1.6,0.017
15.99,1.5851,1.5882,1.6,0.0174
15.995,1.5853,1.5883,1.6,0.0177
16.0,1.5854,1.5884,1.6,0.0176
16.005,1.5856,1.5884,1.6,0.018
16.01,1.5858,1.5885,1.6,0.0183
16.015,1.586,1.5882,1.6,0.0178
16.02,1.5862,1.5881,1.6,0.0178
16.025,1.5864,1.5883,1.6,0.019
16.03,1.5866,1.5883,1.6,0.0199
16.035,1.5868,1.5884,1.6,0.021
16.04,1.5871,1.5885,1.6,0.0222
16.045,1.5873,1.5886,1.6,0.0234
16.05,1.5876,1.5888,1.6,0.025
16.055,1.5879,1.5891,1.6,0.0268
16.06,1.5882,1.5892,1.6,0.028
16.065,1.5885,1.5893,1.6,0.0292
16.07,1.5888,1.5892,1.6,0.0301
16.075,1.5892,1.5895,1.6,0.0319
16.08,1.5895,1.5897,1.6,0.0335
16.085,1.5899,1.5899,1.6,0.0352
16.09,1.5902,1.5901,1.6,0.0368
16.095,1.5906,1.5903,1.6,0.0384
16.1,1.591,1.5906,1.6,0.0403
16.105,1.5913,1.5908,1.6,0.0419
16.11,1.5917,1.591,1.6,0.0435
16.115,1.5921,1.5911,1.6,0.0449
16.12,1.5925,1.5916,1.6,0.0474
16.125,1.5929,1.5917,1.6,0.0485
16.13,1.5933,1.592,1.6,0.0502
16.135,1.5937,1.5925,1.6,0.0522
16.14,1.5941,1.5928,1.6,0.0538
16.145,1.5945,1.5932,1.6,0.0554
16.15,1.5949,1.5937,1.6,0.0571
16.155,1.5953,1.5939,1.6,0.0577
16.16,1.5957,1.5941,1.6,0.0583
16.165,1.5961,1.5942,1.6,0.0586
16.17,1.5965,1.5943,1.6,0.0585
16.175,1.5968,1.5947,1.6,0.0596
16.18,1.5972,1.5954,1.6,0.0614
16.185,1.5976,1.5957,1.6,0.0617
16.19,1.5979,1.5962,1.6,0.0626
16.195,1.5983,1.5963,1.6,0.0624
16.2,1.5986,1.5969,1.6,0.0631
16.205,1.5989,1.5973,1.6,0.0637
16.21,1.5993,1.5977,1.6,0.0638
16.215,1.5996,1.5981,1.6,0.0637
16.22,1.5999,1.5984,1.6,0.0637
16.225,1.6001,1.5986,1.6,0.0629
16.23,1.6004,1.5988,1.6,0.062
16.235,1.6007,1.5991,1.6,0.0615
16.24,1.6009,1.5993,1.6,0.0608
16.245,1.6012,1.5997,1.6,0.0604
16.25,1.6014,1.6,1.6,0.0596
16.255,1.6016,1.6003,1.6,0.0586
16.26,1.6018,1.6006,1.6,0.0578
16.265,1.602,1.601,1.6,0.057
16.27,1.6022,1.601,1.6,0.0552
16.275,1.6023,1.6012,1.6,0.0539
16.28,1.6025,1.6015,1.6,0.0529
16.285,1.6026,1.6017,1.6,0.0514
16.29,1.6028,1.6021,1.6,0.0505
16.295,1.6029,1.6022,1.6,0.0486
16.3,1.603,1.6025,1.6,0.0475
16.305,1.6031,1.6028,1.6,0.0462
16.31,1.6032,1.6031,1.6,0.0449
16.315,1.6032,1.6035,1.6,0.0441
16.32,1.6033,1.6037,1.6,0.0425
16.325,1.6033,1.6043,1.6,0.042
16.33,1.6034,1.6043,1.6,0.0398
16.335,1.6034,1.6044,1.6,0.0379
16.34,1.6034,1.6046,1.6,0.0363
16.345,1.6035,1.6048,1.6,0.0351
16.35,1.6035,1.605,1.6,0.0335
16.355,1.6035,1.6049,1.6,0.0312
16.36,1.6035,1.6053,1.6,0.0305
16.365,1.6034,1.6055,1.6,0.0292
16.37,1.6034,1.6057,1.6,0.0279
16.375,1.6034,1.6057,1.6,0.026
16.38,1.6034,1.6054,1.6,0.0233
16.385,1.6033,1.6053,1.6,0.0213
16.39,1.6033,1.6053,1.6,0.0194
16.395,1.6032,1.6053,1.6,0.018
16.4,1.6032,1.6051,1.6,0.0159
16.405,1.6032,1.6051,1.6,0.0146
16.41,1.6031,1.605,1.6,0.0128
16.415,1.6031,1.6052,1.6,0.0123
16.42,1.603,1.6051,1.6,0.0111
16.425,1.603,1.6049,1.6,0.0095
16.43,1.6029,1.6051,1.6,0.009
16.435,1.6029,1.6053,1.6,0.0089
16.44,1.6029,1.6054,1.6,0.0084
16.445,1.6028,1.6053,1.6,0.0076
16.45,1.6028,1.6056,1.6,0.0081
16.455,1.6028,1.6056,1.6,0.0076
16.46,1.6028,1.6056,1.6,0.0072
16.465,1.6027,1.6058,1.6,0.0074
16.47,1.6027,1.6059,1.6,0.0074
16.475,1.6027,1.6055,1.6,0.006
16.48,1.6027,1.6053,1.6,0.005
16.485,1.6027,1.6049,1.6,0.0035
16.49,1.6027,1.6048,1.6,0.0034
16.495,1.6028,1.6047,1.6,0.0031
16.5,1.6028,1.6046,1.6,0.0026
16.505,1.6028,1.6045,1.6,0.0025
16.51,1.6028,1.6044,1.6,0.0024
16.515,1.6029,1.6044,1.6,0.0028
16.52,1.6029,1.6045,1.6,0.0033
16.525,1.603,1.6044,1.6,0.0035
16.53,1.6031,1.6045,1.6,0.0042
16.535,1.6031,1.6046,1.6,0.005
16.54,1.6032,1.6044,1.6,0.0049
16.545,1.6033,1.6039,1.6,0.0039
16.55,1.6034,1.6038,1.6,0.0042
16.555,1.6035,1.604,1.6,0.0055
16.56,1.6036,1.604,1.6,0.0061
16.565,1.6037,1.6037,1.6,0.006
16.57,1.6039,1.6037,1.6,0.0067
16.575,1.604,1.6036,1.6,0.0074
16.58,1.6042,1.604,1.6,0.0094
16.585,1.6043,1.604,1.6,0.0102
16.59,1.6045,1.6042,1.6,0.0116
16.595,1.6046,1.6041,1.6,0.012
16.6,1.6048,1.604,1.6,0.0127
16.605,1.605,1.6042,1.6,0.0143
16.61,1.6052,1.6044,1.6,0.0155
16.615,1.6054,1.6044,1.6,0.0165
16.62,1.6056,1.6044,1.6,0.0174
16.625,1.6058,1.6046,1.6,0.0189
16.63,1.606,1.6047,1.6,0.0201
16.635,1.6062,1.6048,1.6,0.0209
16.64,1.6064,1.6048,1.6,0.0219
16.645,1.6066,1.6049,1.6,0.0226
16.65,1.6068,1.605,1.6,0.0236
16.655,1.607,1.6051,1.6,0.0245
16.66,1.6073,1.6052,1.6,0.0254
16.665,1.6075,1.6052,1.6,0.0257
16.67,1.6077,1.6056,1.6,0.0273
16.675,1.6079,1.6057,1.6,0.028
16.68,1.6081,1.606,1.6,0.0289
16.685,1.6084,1.6061,1.6,0.0293
16.69,1.6086,1.6063,1.6,0.03
16.695,1.6088,1.6067,1.6,0.0311
16.7,1.609,1.6066,1.6,0.0309
16.705,1.6092,1.607,1.6,0.0321
16.71,1.6094,1.6073,1.6,0.033
16.715,1.6096,1.6078,1.6,0.0342
16.72,1.6098,1.6081,1.6,0.0347
16.725,1.61,1.6081,1.6,0.0344
16.73,1.6102,1.6079,1.6,0.0333
16.735,1.6104,1.6085,1.6,0.0342
16.74,1.6106,1.6087,1.6,0.0342
16.745,1.6108,1.6089,1.6,0.0339
16.75,1.6109,1.6093,1.6,0.0343
16.755,1.6111,1.6095,1.6,0.0337
16.76,1.6112,1.6099,1.6,0.0339
16.765,1.6114,1.6102,1.6,0.0337
16.77,1.6115,1.6102,1.6,0.0327
16.775,1.6116,1.6106,1.6,0.0329
16.78,1.6117,1.6107,1.6,0.0322
16.785,1.6118,1.611,1.6,0.0317
16.79,1.6119,1.611,1.6,0.0304
16.795,1.612,1.6113,1.6,0.0302
16.8,1.6121,1.6114,1.6,0.0292
16.805,1.6122,1.6115,1.6,0.0279
16.81,1.6123,1.6115,1.6,0.0268
16.815,1.6123,1.6116,1.6,0.0256
16.82,1.6124,1.6117,1.6,0.0246
16.825,1.6124,1.6116,1.6,0.023
16.83,1.6125,1.6115,1.6,0.0217
16.835,1.6125,1.6117,1.6,0.0209
16.84,1.6125,1.6117,1.6,0.0196
16.845,1.6125,1.6118,1.6,0.0188
16.85,1.6125,1.6115,1.6,0.0166
16.855,1.6125,1.6117,1.6,0.0158
16.86,1.6125,1.6118,1.6,0.0148
16.865,1.6125,1.6118,1.6,0.0135
16.87,1.6125,1.6117,1.6,0.012
16.875,1.6125,1.6117,1.6,0.011
16.88,1.6125,1.6118,1.6,0.0101
16.885,1.6125,1.6117,1.6,0.0086
16.89,1.6124,1.6118,1.6,0.0079
16.895,1.6124,1.6119,1.6,0.0073
16.9,1.6124,1.6119,1.6,0.006
16.905,1.6124,1.612,1.6,0.0054
16.91,1.6123,1.6122,1.6,0.0051
16.915,1.6123,1.612,1.6,0.0035
16.92,1.6123,1.612,1.6,0.0026
16.925,1.6123,1.612,1.6,0.0017
16.93,1.6122,1.6118,1.6,0.0004
16.935,1.6122,1.6118,1.6,-0.0004
16.94,1.6122,1.6118,1.6,-0.0009
16.945,1.6122,1.6117,1.6,-0.0017
16.95,1.6121,1.6117,1.6,-0.0021
16.955,1.6121,1.6117,1.6,-0.0022
16.96,1.6121,1.612,1.6,-0.0016
16.965,1.6121,1.6119,1.6,-0.0018
16.97,1.6121,1.612,1.6,-0.0018
16.975,1.6121,1.612,1.6,-0.0019
16.98,1.6121,1.612,1.6,-0.0019
16.985,1.6121,1.6118,1.6,-0.0023
16.99,1.6121,1.6116,1.6,-0.0029
16.995,1.6121,1.6117,1.6,-0.0026
17.0,1.6122,1.6116,1.6,-0.0026
17.005,1.6122,1.6118,1.6,-0.0017
17.01,1.6122,1.6118,1.6,-0.0013
17.015,1.6123,1.6119,1.6,-0.0006
17.02,1.6123,1.612,1.6,-0.0001
17.025,1.6123,1.6121,1.6,0.0005
17.03,1.6124,1.612,1.6,0.0008
17.035,1.6124,1.6123,1.6,0.002
17.04,1.6125,1.6121,1.6,0.0018
17.045,1.6126,1.612,1.6,0.0019
17.05,1.6126,1.6121,1.6,0.0025
17.055,1.6127,1.6122,1.6,0.0031
17.06,1.6128,1.6122,1.6,0.0036
17.065,1.6128,1.6123,1.6,0.0043
17.07,1.6129,1.6121,1.6,0.0037
17.075,1.613,1.6124,1.6,0.005
17.08,1.6131,1.6126,1.6,0.0058
17.085,1.6132,1.6127,1.6,0.006
17.09,1.6133,1.6129,1.6,0.0068
17.095,1.6133,1.6131,1.6,0.0075
17.1,1.6134,1.6133,1.6,0.0083
17.105,1.6135,1.6135,1.6,0.0087
17.11,1.6136,1.6134,1.6,0.0085
17.115,1.6137,1.6135,1.6,0.0088
17.12,1.6138,1.6136,1.6,0.0091
17.125,1.6139,1.6137,1.6,0.0095
17.13,1.614,1.6139,1.6,0.0098
17.135,1.6141,1.6136,1.6,0.0088
17.14,1.6141,1.6137,1.6,0.0087
17.145,1.6142,1.6138,1.6,0.009
17.15,1.6143,1.6139,1.6,0.009
17.155,1.6144,1.6141,1.6,0.0093
17.16,1.6145,1.6142,1.6,0.0095
17.165,1.6146,1.6143,1.6,0.0093
17.17,1.6146,1.6143,1.6,0.0092
17.175,1.6147,1.6143,1.6,0.0091
17.18,1.6148,1.6144,1.6,0.009
17.185,1.6149,1.6145,1.6,0.0092
17.19,1.6149,1.6145,1.6,0.009
17.195,1.615,1.6144,1.6,0.0085
17.2,1.6151,1.6144,1.6,0.0082
17.205,1.6151,1.6144,1.6,0.0082
17.21,1.6152,1.6144,1.6,0.0078
