t_s,z_true_m,z_ekf_m,z_setpoint_m,vz_m_s
0.0,0.985,0.9869,1.0,0.0048
0.005,0.985,0.9867,1.0,0.0046
0.01,0.9851,0.9867,1.0,0.0047
0.015,0.9851,0.9866,1.0,0.0045
0.02,0.9851,0.9867,1.0,0.0051
0.025,0.9851,0.9866,1.0,0.005
0.03,0.9851,0.9868,1.0,0.0059
0.035,0.9851,0.9869,1.0,0.0062
0.04,0.9852,0.9869,1.0,0.0062
0.045,0.9852,0.987,1.0,0.0068
0.05,0.9852,0.9869,1.0,0.0066
0.055,0.9852,0.9869,1.0,0.0066
0.06,0.9853,0.9869,1.0,0.0066
0.065,0.9853,0.9869,1.0,0.0069
0.07,0.9853,0.987,1.0,0.0073
0.075,0.9854,0.987,1.0,0.0075
0.08,0.9854,0.9871,1.0,0.0082
0.085,0.9854,0.9872,1.0,0.0085
0.09,0.9855,0.9871,1.0,0.0086
0.095,0.9855,0.9871,1.0,0.0087
0.1,0.9855,0.9874,1.0,0.0098
0.105,0.9856,0.9874,1.0,0.0101
0.11,0.9856,0.9876,1.0,0.0112
0.115,0.9856,0.9873,1.0,0.0102
0.12,0.9857,0.9874,1.0,0.0108
0.125,0.9857,0.9873,1.0,0.0108
0.13,0.9857,0.9872,1.0,0.0107
0.135,0.9858,0.9875,1.0,0.0116
0.14,0.9858,0.9877,1.0,0.0122
0.145,0.9858,0.9878,1.0,0.0124
0.15,0.9859,0.9877,1.0,0.0121
0.155,0.9859,0.9873,1.0,0.0109
0.16,0.9859,0.9873,1.0,0.0107
0.165,0.9859,0.9872,1.0,0.0103
0.17,0.986,0.9872,1.0,0.0104
0.175,0.986,0.9874,1.0,0.0109
0.18,0.986,0.9873,1.0,0.0107
0.185,0.9861,0.9873,1.0,0.011
0.19,0.9861,0.9872,1.0,0.0106
0.195,0.9861,0.9874,1.0,0.0115
0.2,0.9861,0.9875,1.0,0.0118
0.205,0.9861,0.9877,1.0,0.0124
0.21,0.9862,0.9877,1.0,0.0124
0.215,0.9862,0.9874,1.0,0.0116
0.22,0.9862,0.9874,1.0,0.0116
0.225,0.9862,0.9874,1.0,0.0115
0.23,0.9862,0.9873,1.0,0.0111
0.235,0.9862,0.9875,1.0,0.0117
0.24,0.9863,0.9877,1.0,0.0122
0.245,0.9863,0.9879,1.0,0.0126
0.25,0.9863,0.988,1.0,0.0129
0.255,0.9863,0.9881,1.0,0.013
0.26,0.9863,0.9882,1.0,0.0131
0.265,0.9863,0.9886,1.0,0.0142
0.27,0.9863,0.9885,1.0,0.0136
0.275,0.9863,0.9888,1.0,0.0143
0.28,0.9863,0.9892,1.0,0.0152
0.285,0.9863,0.9892,1.0,0.0147
0.29,0.9863,0.989,1.0,0.014
0.295,0.9863,0.9892,1.0,0.0142
0.3,0.9863,0.9892,1.0,0.0135
0.305,0.9863,0.9892,1.0,0.0133
0.31,0.9863,0.9894,1.0,0.0134
0.315,0.9863,0.9891,1.0,0.0121
0.32,0.9862,0.989,1.0,0.0115
0.325,0.9862,0.9891,1.0,0.0112
0.33,0.9862,0.9891,1.0,0.0108
0.335,0.9862,0.9889,1.0,0.0099
0.34,0.9861,0.9886,1.0,0.0082
0.345,0.9861,0.9887,1.0,0.0079
0.35,0.9861,0.9885,1.0,0.0069
0.355,0.986,0.9885,1.0,0.0065
0.36,0.986,0.9882,1.0,0.0053
0.365,0.986,0.9881,1.0,0.0046
0.37,0.9859,0.9881,1.0,0.0042
0.375,0.9859,0.9884,1.0,0.0047
0.38,0.9858,0.9885,1.0,0.0047
0.385,0.9858,0.9886,1.0,0.0046
0.39,0.9858,0.9886,1.0,0.0042
0.395,0.9857,0.9884,1.0,0.0031
0.4,0.9857,0.9884,1.0,0.0029
0.405,0.9857,0.9884,1.0,0.0027
0.41,0.9856,0.9883,1.0,0.0022
0.415,0.9856,0.9881,1.0,0.0012
0.42,0.9856,0.9882,1.0,0.0011
0.425,0.9855,0.9882,1.0,0.0009
0.43,0.9855,0.9881,1.0,0.0005
0.435,0.9855,0.9878,1.0,-0.0005
0.44,0.9855,0.9878,1.0,-0.0007
0.445,0.9855,0.9877,1.0,-0.0008
0.45,0.9854,0.9878,1.0,-0.0005
0.455,0.9854,0.9876,1.0,-0.0011
0.46,0.9854,0.9878,1.0,-0.0005
0.465,0.9854,0.9878,1.0,-0.0003
0.47,0.9854,0.9878,1.0,-0.0001
0.475,0.9854,0.9877,1.0,-0.0003
0.48,0.9854,0.9874,1.0,-0.001
0.485,0.9855,0.9875,1.0,-0.0006
0.49,0.9855,0.9874,1.0,-0.0007
0.495,0.9855,0.9873,1.0,-0.0006
0.5,0.9855,0.9876,1.0,0.0005
0.505,0.9856,0.9878,1.0,0.0012
0.51,0.9856,0.9878,1.0,0.0017
0.515,0.9857,0.988,1.0,0.0026
0.52,0.9857,0.9878,1.0,0.0022
0.525,0.9858,0.9879,1.0,0.003
0.53,0.9858,0.9879,1.0,0.0034
0.535,0.9859,0.9879,1.0,0.0036
0.54,0.9859,0.9879,1.0,0.0039
0.545,0.986,0.9878,1.0,0.0043
0.55,0.9861,0.9881,1.0,0.0053
0.555,0.9861,0.9879,1.0,0.0048
0.56,0.9862,0.9879,1.0,0.0052
0.565,0.9863,0.9879,1.0,0.0053
0.57,0.9864,0.988,1.0,0.0059
0.575,0.9865,0.9877,1.0,0.005
0.58,0.9866,0.9877,1.0,0.0054
0.585,0.9867,0.9876,1.0,0.0053
0.59,0.9867,0.9876,1.0,0.0054
0.595,0.9868,0.9875,1.0,0.0052
0.6,0.9869,0.9874,1.0,0.0053
0.605,0.987,0.9876,1.0,0.0059
0.61,0.9872,0.9877,1.0,0.0065
0.615,0.9873,0.9879,1.0,0.0071
0.62,0.9874,0.9881,1.0,0.0079
0.625,0.9875,0.9881,1.0,0.0082
0.63,0.9876,0.9882,1.0,0.0088
0.635,0.9877,0.9882,1.0,0.0088
0.64,0.9878,0.9884,1.0,0.0096
0.645,0.9879,0.9886,1.0,0.0105
0.65,0.9881,0.9886,1.0,0.0108
0.655,0.9882,0.9882,1.0,0.0097
0.66,0.9883,0.9882,1.0,0.0098
0.665,0.9884,0.9883,1.0,0.0102
0.67,0.9886,0.9883,1.0,0.0102
0.675,0.9887,0.9883,1.0,0.0103
0.68,0.9888,0.9882,1.0,0.0101
0.685,0.9889,0.9883,1.0,0.0105
0.69,0.989,0.9883,1.0,0.0105
0.695,0.9892,0.9885,1.0,0.0113
0.7,0.9893,0.9884,1.0,0.0109
0.705,0.9894,0.9884,1.0,0.0109
0.71,0.9895,0.9886,1.0,0.0114
0.715,0.9896,0.9887,1.0,0.0118
0.72,0.9898,0.9889,1.0,0.0122
0.725,0.9899,0.9891,1.0,0.0127
0.73,0.99,0.9891,1.0,0.0127
0.735,0.9901,0.9895,1.0,0.0139
0.74,0.9902,0.9894,1.0,0.0133
0.745,0.9904,0.9898,1.0,0.0144
0.75,0.9905,0.9898,1.0,0.0142
0.755,0.9906,0.9898,1.0,0.0142
0.76,0.9907,0.9899,1.0,0.0143
0.765,0.9908,0.9898,1.0,0.0139
0.77,0.9909,0.9897,1.0,0.0134
0.775,0.991,0.9896,1.0,0.0128
0.78,0.9911,0.9898,1.0,0.0133
0.785,0.9912,0.99,1.0,0.0138
0.79,0.9913,0.99,1.0,0.0135
0.795,0.9914,0.9899,1.0,0.013
0.8,0.9915,0.9899,1.0,0.0128
0.805,0.9916,0.9901,1.0,0.0131
0.81,0.9917,0.9903,1.0,0.0138
0.815,0.9918,0.9906,1.0,0.0141
0.82,0.9919,0.9905,1.0,0.0138
0.825,0.992,0.9908,1.0,0.0142
0.83,0.992,0.9906,1.0,0.0135
0.835,0.9921,0.9907,1.0,0.0132
0.84,0.9922,0.9911,1.0,0.0141
0.845,0.9923,0.9913,1.0,0.0145
0.85,0.9923,0.9915,1.0,0.0148
0.855,0.9924,0.9917,1.0,0.0151
0.86,0.9925,0.9921,1.0,0.0158
0.865,0.9925,0.992,1.0,0.0151
0.87,0.9926,0.9921,1.0,0.0148
0.875,0.9926,0.992,1.0,0.014
0.88,0.9927,0.992,1.0,0.0137
0.885,0.9927,0.9919,1.0,0.0128
0.89,0.9928,0.992,1.0,0.0128
0.895,0.9928,0.9921,1.0,0.0128
0.9,0.9929,0.9921,1.0,0.0124
0.905,0.9929,0.9921,1.0,0.0119
0.91,0.9929,0.9921,1.0,0.0114
0.915,0.9929,0.9921,1.0,0.0112
0.92,0.993,0.9922,1.0,0.0109
0.925,0.993,0.9923,1.0,0.0106
0.93,0.993,0.9923,1.0,0.0101
0.935,0.993,0.9926,1.0,0.0104
0.94,0.993,0.9926,1.0,0.0097
0.945,0.993,0.9924,1.0,0.0086
0.95,0.993,0.9924,1.0,0.008
0.955,0.9931,0.9923,1.0,0.0072
0.96,0.9931,0.9922,1.0,0.0064
0.965,0.9931,0.9923,1.0,0.0061
0.97,0.993,0.9925,1.0,0.0062
0.975,0.993,0.9925,1.0,0.0057
0.98,0.993,0.9922,1.0,0.0045
0.985,0.993,0.9924,1.0,0.0045
0.99,0.993,0.9926,1.0,0.0047
0.995,0.993,0.9927,1.0,0.0045
1.0,0.993,0.9926,1.0,0.0035
1.005,0.993,0.9925,1.0,0.003
1.01,0.993,0.9924,1.0,0.002
1.015,0.993,0.9925,1.0,0.0022
1.02,0.993,0.9927,1.0,0.0026
1.025,0.993,0.9928,1.0,0.0024
1.03,0.993,0.9928,1.0,0.0024
1.035,0.993,0.9929,1.0,0.0026
1.04,0.993,0.9931,1.0,0.0028
1.045,0.993,0.9931,1.0,0.0027
1.05,0.9929,0.9931,1.0,0.0026
1.055,0.9929,0.9931,1.0,0.0023
1.06,0.9929,0.9933,1.0,0.0027
1.065,0.9929,0.9934,1.0,0.0027
1.07,0.9929,0.9935,1.0,0.0027
1.075,0.9929,0.9935,1.0,0.0026
1.08,0.9929,0.9934,1.0,0.002
1.085,0.9929,0.9937,1.0,0.0024
1.09,0.9929,0.9938,1.0,0.0024
1.095,0.9929,0.9937,1.0,0.0016
1.1,0.9929,0.9938,1.0,0.0015
1.105,0.9929,0.9936,1.0,0.0008
1.11,0.9929,0.9939,1.0,0.0014
1.115,0.9929,0.9938,1.0,0.0007
1.12,0.9929,0.9939,1.0,0.0009
1.125,0.9929,0.9941,1.0,0.0012
1.13,0.9929,0.9943,1.0,0.0016
1.135,0.9929,0.9944,1.0,0.0014
1.14,0.9929,0.9945,1.0,0.0015
1.145,0.9929,0.9946,1.0,0.0015
1.15,0.9929,0.9949,1.0,0.0021
1.155,0.9929,0.9948,1.0,0.0014
1.16,0.993,0.9948,1.0,0.001
1.165,0.993,0.9948,1.0,0.0009
1.17,0.993,0.9947,1.0,0.0005
1.175,0.993,0.9945,1.0,-0.0003
1.18,0.993,0.9943,1.0,-0.0013
1.185,0.993,0.9943,1.0,-0.0016
1.19,0.993,0.9941,1.0,-0.0024
1.195,0.993,0.9941,1.0,-0.0024
1.2,0.993,0.994,1.0,-0.0029
1.205,0.993,0.9938,1.0,-0.0037
1.21,0.993,0.9937,1.0,-0.0038
1.215,0.9931,0.9934,1.0,-0.0047
1.22,0.9931,0.9934,1.0,-0.0046
1.225,0.9931,0.9933,1.0,-0.0049
1.23,0.9931,0.9935,1.0,-0.0043
1.235,0.9932,0.9935,1.0,-0.0039
1.24,0.9932,0.9936,1.0,-0.0035
1.245,0.9932,0.9937,1.0,-0.0032
1.25,0.9933,0.9937,1.0,-0.0029
1.255,0.9933,0.9936,1.0,-0.0029
1.26,0.9933,0.9936,1.0,-0.0029
1.265,0.9934,0.9937,1.0,-0.0023
1.27,0.9934,0.9936,1.0,-0.002
1.275,0.9935,0.9934,1.0,-0.0023
1.28,0.9935,0.9936,1.0,-0.0013
1.285,0.9936,0.9933,1.0,-0.0021
1.29,0.9936,0.9933,1.0,-0.0014
1.295,0.9937,0.9933,1.0,-0.001
1.3,0.9938,0.9935,1.0,-0.0001
1.305,0.9938,0.9935,1.0,0.0002
1.31,0.9939,0.9934,1.0,0.0003
1.315,0.994,0.9935,1.0,0.0009
1.32,0.9941,0.9936,1.0,0.0016
1.325,0.9941,0.9937,1.0,0.0024
1.33,0.9942,0.9937,1.0,0.0026
1.335,0.9943,0.9938,1.0,0.0033
1.34,0.9944,0.9937,1.0,0.0033
1.345,0.9945,0.9937,1.0,0.0033
1.35,0.9946,0.9937,1.0,0.0035
1.355,0.9946,0.9937,1.0,0.0038
1.36,0.9947,0.9938,1.0,0.0044
1.365,0.9948,0.9938,1.0,0.0049
1.37,0.9949,0.994,1.0,0.0058
1.375,0.995,0.994,1.0,0.006
1.38,0.9951,0.9944,1.0,0.0076
1.385,0.9952,0.9945,1.0,0.0082
1.39,0.9953,0.9946,1.0,0.0089
1.395,0.9954,0.9945,1.0,0.0088
1.4,0.9954,0.9947,1.0,0.0095
1.405,0.9955,0.9948,1.0,0.0101
1.41,0.9956,0.995,1.0,0.0109
1.415,0.9957,0.9951,1.0,0.0111
1.42,0.9958,0.995,1.0,0.0109
1.425,0.9959,0.9952,1.0,0.0117
1.43,0.9959,0.9953,1.0,0.0118
1.435,0.996,0.9956,1.0,0.0129
1.44,0.9961,0.9954,1.0,0.0121
1.445,0.9962,0.9952,1.0,0.0112
1.45,0.9962,0.9951,1.0,0.0108
1.455,0.9963,0.9951,1.0,0.0107
1.46,0.9963,0.995,1.0,0.0105
1.465,0.9964,0.9953,1.0,0.0112
1.47,0.9964,0.9955,1.0,0.0118
1.475,0.9965,0.9954,1.0,0.0112
1.48,0.9965,0.9956,1.0,0.0115
1.485,0.9966,0.9956,1.0,0.0112
1.49,0.9966,0.9956,1.0,0.0109
1.495,0.9967,0.9958,1.0,0.011
1.5,0.9967,0.9958,1.0,0.0106
1.505,0.9967,0.9961,1.0,0.0113
1.51,0.9967,0.9961,1.0,0.0109
1.515,0.9968,0.9963,1.0,0.0108
1.52,0.9968,0.9962,1.0,0.0101
1.525,0.9968,0.9963,1.0,0.0097
1.53,0.9968,0.9961,1.0,0.0087
1.535,0.9968,0.9962,1.0,0.0084
1.54,0.9968,0.9963,1.0,0.0079
1.545,0.9968,0.9963,1.0,0.0074
1.55,0.9968,0.9965,1.0,0.0076
1.555,0.9968,0.9963,1.0,0.0064
1.56,0.9968,0.9962,1.0,0.0057
1.565,0.9968,0.9964,1.0,0.0056
1.57,0.9967,0.9963,1.0,0.0048
1.575,0.9967,0.9964,1.0,0.0046
1.58,0.9967,0.9966,1.0,0.0047
1.585,0.9967,0.9967,1.0,0.0047
1.59,0.9966,0.9968,1.0,0.0044
1.595,0.9966,0.9965,1.0,0.0032
1.6,0.9966,0.9968,1.0,0.0038
1.605,0.9965,0.9968,1.0,0.0034
1.61,0.9965,0.9969,1.0,0.003
1.615,0.9965,0.9964,1.0,0.0012
1.62,0.9964,0.9964,1.0,0.0009
1.625,0.9964,0.9967,1.0,0.0013
1.63,0.9963,0.9965,1.0,0.0005
1.635,0.9963,0.9966,1.0,0.0004
1.64,0.9963,0.9968,1.0,0.0006
1.645,0.9962,0.9967,1.0,0.0001
1.65,0.9962,0.9969,1.0,0.0003
1.655,0.9961,0.9969,1.0,0.0001
1.66,0.9961,0.9972,1.0,0.0005
1.665,0.996,0.9973,1.0,0.0007
1.67,0.996,0.9972,1.0,0.0001
1.675,0.9959,0.9974,1.0,0.0006
1.68,0.9959,0.9974,1.0,0.0002
1.685,0.9958,0.9972,1.0,-0.0005
1.69,0.9958,0.9973,1.0,-0.0007
1.695,0.9957,0.9972,1.0,-0.0011
1.7,0.9957,0.9969,1.0,-0.0023
1.705,0.9956,0.9969,1.0,-0.0025
1.71,0.9956,0.9967,1.0,-0.0034
1.715,0.9955,0.9966,1.0,-0.0037
1.72,0.9955,0.9969,1.0,-0.0031
1.725,0.9955,0.997,1.0,-0.0031
1.73,0.9954,0.9967,1.0,-0.0043
1.735,0.9954,0.9967,1.0,-0.0044
1.74,0.9953,0.9967,1.0,-0.0047
1.745,0.9953,0.9965,1.0,-0.0054
1.75,0.9952,0.9965,1.0,-0.0057
1.755,0.9952,0.9963,1.0,-0.0063
1.76,0.9952,0.9965,1.0,-0.0059
1.765,0.9951,0.9963,1.0,-0.0064
1.77,0.9951,0.9961,1.0,-0.0068
1.775,0.9951,0.996,1.0,-0.007
1.78,0.9951,0.996,1.0,-0.0068
1.785,0.995,0.9959,1.0,-0.0071
1.79,0.995,0.9958,1.0,-0.0071
1.795,0.995,0.996,1.0,-0.0063
1.8,0.995,0.9959,1.0,-0.0061
1.805,0.995,0.9958,1.0,-0.006
1.81,0.995,0.9958,1.0,-0.0057
1.815,0.995,0.9959,1.0,-0.0051
1.82,0.995,0.9958,1.0,-0.005
1.825,0.995,0.9957,1.0,-0.0049
1.83,0.995,0.9958,1.0,-0.0042
1.835,0.995,0.9958,1.0,-0.0037
1.84,0.995,0.9958,1.0,-0.0033
1.845,0.9951,0.9956,1.0,-0.0033
1.85,0.9951,0.9956,1.0,-0.003
1.855,0.9951,0.9957,1.0,-0.0022
1.86,0.9951,0.9957,1.0,-0.002
1.865,0.9952,0.996,1.0,-0.0007
1.87,0.9952,0.996,1.0,-0.0002
1.875,0.9952,0.9959,1.0,-0.0002
1.88,0.9953,0.9959,1.0,0.0001
1.885,0.9953,0.9955,1.0,-0.0007
1.89,0.9954,0.9957,1.0,0.0005
1.895,0.9954,0.9958,1.0,0.0011
1.9,0.9955,0.9957,1.0,0.0011
1.905,0.9955,0.9957,1.0,0.0016
1.91,0.9956,0.9956,1.0,0.0015
1.915,0.9956,0.9956,1.0,0.002
1.92,0.9957,0.9954,1.0,0.0014
1.925,0.9957,0.9954,1.0,0.0019
1.93,0.9958,0.9958,1.0,0.0034
1.935,0.9958,0.9956,1.0,0.0032
1.94,0.9959,0.9956,1.0,0.0032
1.945,0.9959,0.9955,1.0,0.0031
1.95,0.996,0.9953,1.0,0.0026
1.955,0.996,0.9953,1.0,0.0028
1.96,0.9961,0.9953,1.0,0.003
1.965,0.9961,0.9955,1.0,0.0038
1.97,0.9962,0.9954,1.0,0.0039
1.975,0.9963,0.9954,1.0,0.0039
1.98,0.9963,0.9954,1.0,0.004
1.985,0.9964,0.9953,1.0,0.0039
1.99,0.9964,0.9956,1.0,0.005
1.995,0.9965,0.9957,1.0,0.0055
2.0,0.9965,0.9957,1.0,0.0056
2.005,0.9966,0.9955,1.0,0.0051
2.01,0.9966,0.9959,1.0,0.0064
2.015,0.9967,0.9959,1.0,0.0066
2.02,0.9967,0.9961,1.0,0.007
2.025,0.9968,0.9964,1.0,0.008
2.03,0.9968,0.9965,1.0,0.0084
2.035,0.9969,0.9965,1.0,0.0081
2.04,0.9969,0.9964,1.0,0.0074
2.045,0.997,0.9965,1.0,0.0076
2.05,0.997,0.9968,1.0,0.0083
2.055,0.9971,0.9969,1.0,0.0081
2.06,0.9971,0.9969,1.0,0.0077
2.065,0.9971,0.9973,1.0,0.0085
2.07,0.9972,0.9975,1.0,0.0087
2.075,0.9972,0.9975,1.0,0.008
2.08,0.9972,0.9978,1.0,0.0082
2.085,0.9973,0.9977,1.0,0.0074
2.09,0.9973,0.9976,1.0,0.0066
2.095,0.9973,0.9976,1.0,0.0062
2.1,0.9973,0.9977,1.0,0.0057
2.105,0.9973,0.9977,1.0,0.0055
2.11,0.9973,0.9979,1.0,0.0055
2.115,0.9973,0.9979,1.0,0.0051
2.12,0.9974,0.9978,1.0,0.0042
2.125,0.9974,0.9977,1.0,0.0036
2.13,0.9973,0.9976,1.0,0.0029
2.135,0.9973,0.9977,1.0,0.003
2.14,0.9973,0.9974,1.0,0.0017
2.145,0.9973,0.9974,1.0,0.0013
2.15,0.9973,0.9974,1.0,0.0009
2.155,0.9973,0.9975,1.0,0.0012
2.16,0.9973,0.9972,1.0,0.0001
2.165,0.9973,0.9973,1.0,0.0
2.17,0.9972,0.9975,1.0,0.0003
2.175,0.9972,0.9974,1.0,-0.0001
2.18,0.9972,0.9973,1.0,-0.0006
2.185,0.9972,0.9976,1.0,0.0004
2.19,0.9972,0.9973,1.0,-0.0008
2.195,0.9972,0.9972,1.0,-0.001
2.2,0.9971,0.997,1.0,-0.0019
2.205,0.9971,0.9969,1.0,-0.0019
2.21,0.9971,0.9968,1.0,-0.0023
2.215,0.9971,0.997,1.0,-0.0017
2.22,0.9971,0.997,1.0,-0.0018
2.225,0.997,0.9967,1.0,-0.0029
2.23,0.997,0.9967,1.0,-0.003
2.235,0.997,0.9967,1.0,-0.0031
2.24,0.997,0.9968,1.0,-0.0027
2.245,0.997,0.997,1.0,-0.0022
2.25,0.997,0.9971,1.0,-0.0021
2.255,0.997,0.997,1.0,-0.0022
2.26,0.997,0.9972,1.0,-0.0017
2.265,0.997,0.9973,1.0,-0.0012
2.27,0.9969,0.9972,1.0,-0.0015
2.275,0.9969,0.9972,1.0,-0.0014
2.28,0.9969,0.9972,1.0,-0.0014
2.285,0.9969,0.9971,1.0,-0.0014
2.29,0.997,0.9971,1.0,-0.0014
2.295,0.997,0.9969,1.0,-0.0016
2.3,0.997,0.9965,1.0,-0.0027
2.305,0.997,0.9964,1.0,-0.0027
2.31,0.997,0.9968,1.0,-0.001
2.315,0.997,0.9969,1.0,-0.0003
2.32,0.997,0.9968,1.0,-0.0001
2.325,0.997,0.9967,1.0,0.0
2.33,0.997,0.9965,1.0,-0.0
2.335,0.997,0.9967,1.0,0.0009
2.34,0.9971,0.9966,1.0,0.0012
2.345,0.9971,0.9967,1.0,0.0018
2.35,0.9971,0.9967,1.0,0.0021
2.355,0.9971,0.9966,1.0,0.0023
2.36,0.9971,0.9967,1.0,0.003
2.365,0.9972,0.9966,1.0,0.0031
2.37,0.9972,0.9966,1.0,0.0033
2.375,0.9972,0.9966,1.0,0.004
2.38,0.9972,0.9969,1.0,0.0051
2.385,0.9972,0.9969,1.0,0.0056
2.39,0.9973,0.9969,1.0,0.006
2.395,0.9973,0.997,1.0,0.0066
2.4,0.9973,0.997,1.0,0.0069
2.405,0.9973,0.9967,1.0,0.0064
2.41,0.9973,0.9966,1.0,0.0062
2.415,0.9973,0.9967,1.0,0.0066
2.42,0.9974,0.9968,1.0,0.007
2.425,0.9974,0.9967,1.0,0.0069
2.43,0.9974,0.9969,1.0,0.0078
2.435,0.9974,0.997,1.0,0.008
2.44,0.9974,0.9969,1.0,0.0077
2.445,0.9974,0.9968,1.0,0.0075
2.45,0.9974,0.9967,1.0,0.0072
2.455,0.9974,0.9968,1.0,0.0073
2.46,0.9974,0.9967,1.0,0.007
2.465,0.9974,0.9967,1.0,0.0071
2.47,0.9974,0.9969,1.0,0.0076
2.475,0.9974,0.9967,1.0,0.007
2.48,0.9974,0.9968,1.0,0.007
2.485,0.9974,0.9969,1.0,0.0073
2.49,0.9973,0.9969,1.0,0.0075
2.495,0.9973,0.997,1.0,0.0075
2.5,0.9973,0.9969,1.0,0.007
2.505,0.9973,0.9968,1.0,0.0063
2.51,0.9973,0.9968,1.0,0.006
2.515,0.9972,0.9968,1.0,0.006
2.52,0.9972,0.997,1.0,0.0064
2.525,0.9972,0.997,1.0,0.006
2.53,0.9971,0.9969,1.0,0.0056
2.535,0.9971,0.9969,1.0,0.0054
2.54,0.9971,0.9968,1.0,0.0046
2.545,0.997,0.9966,1.0,0.0038
2.55,0.997,0.9965,1.0,0.0034
2.555,0.9969,0.9968,1.0,0.004
2.56,0.9969,0.997,1.0,0.0042
2.565,0.9968,0.9969,1.0,0.0036
2.57,0.9968,0.9971,1.0,0.004
2.575,0.9968,0.9971,1.0,0.0034
2.58,0.9967,0.9969,1.0,0.0024
2.585,0.9967,0.9971,1.0,0.0024
2.59,0.9966,0.997,1.0,0.0018
2.595,0.9966,0.9972,1.0,0.002
2.6,0.9965,0.9972,1.0,0.0019
2.605,0.9965,0.9972,1.0,0.0013
2.61,0.9964,0.9971,1.0,0.0008
2.615,0.9964,0.9971,1.0,0.0004
2.62,0.9963,0.9971,1.0,0.0001
2.625,0.9963,0.9971,1.0,-0.0001
2.63,0.9962,0.997,1.0,-0.0006
2.635,0.9962,0.9969,1.0,-0.0012
2.64,0.9961,0.9968,1.0,-0.0018
2.645,0.9961,0.9969,1.0,-0.0019
2.65,0.996,0.9966,1.0,-0.0033
2.655,0.996,0.9963,1.0,-0.0042
2.66,0.9959,0.996,1.0,-0.0055
2.665,0.9959,0.9958,1.0,-0.0061
2.67,0.9958,0.9958,1.0,-0.0064
2.675,0.9958,0.9954,1.0,-0.0075
2.68,0.9957,0.9954,1.0,-0.0078
2.685,0.9957,0.9953,1.0,-0.008
2.69,0.9957,0.9954,1.0,-0.0078
2.695,0.9956,0.995,1.0,-0.0092
2.7,0.9956,0.9948,1.0,-0.0097
2.705,0.9956,0.9951,1.0,-0.0087
2.71,0.9956,0.9952,1.0,-0.0083
2.715,0.9956,0.9951,1.0,-0.0083
2.72,0.9956,0.9948,1.0,-0.009
2.725,0.9956,0.995,1.0,-0.0085
2.73,0.9956,0.9949,1.0,-0.0086
2.735,0.9956,0.9949,1.0,-0.0085
2.74,0.9956,0.995,1.0,-0.008
2.745,0.9956,0.9949,1.0,-0.008
2.75,0.9957,0.9949,1.0,-0.0078
2.755,0.9957,0.995,1.0,-0.0072
2.76,0.9957,0.9952,1.0,-0.0062
2.765,0.9958,0.9952,1.0,-0.0056
2.77,0.9958,0.9956,1.0,-0.0041
2.775,0.9959,0.9954,1.0,-0.0042
2.78,0.9959,0.9952,1.0,-0.004
2.785,0.996,0.9952,1.0,-0.0033
2.79,0.9961,0.9953,1.0,-0.0023
2.795,0.9961,0.9957,1.0,-0.0004
2.8,0.9962,0.9954,1.0,-0.0003
2.805,0.9963,0.9952,1.0,-0.0004
2.81,0.9964,0.995,1.0,0.0001
2.815,0.9965,0.9952,1.0,0.0014
2.82,0.9965,0.9953,1.0,0.0024
2.825,0.9966,0.9953,1.0,0.0031
2.83,0.9967,0.9954,1.0,0.0042
2.835,0.9968,0.9958,1.0,0.0061
2.84,0.9969,0.9959,1.0,0.0067
2.845,0.9971,0.9959,1.0,0.0073
2.85,0.9972,0.9957,1.0,0.0073
2.855,0.9973,0.9956,1.0,0.0075
2.86,0.9974,0.9959,1.0,0.0091
2.865,0.9975,0.9961,1.0,0.0101
2.87,0.9976,0.9962,1.0,0.0109
2.875,0.9977,0.9966,1.0,0.0126
2.88,0.9978,0.9966,1.0,0.0128
2.885,0.9979,0.9965,1.0,0.0128
2.89,0.998,0.9968,1.0,0.0141
2.895,0.9981,0.9972,1.0,0.0155
2.9,0.9982,0.9976,1.0,0.017
2.905,0.9983,0.9976,1.0,0.0172
2.91,0.9984,0.9977,1.0,0.0176
2.915,0.9985,0.998,1.0,0.0184
2.92,0.9986,0.9981,1.0,0.0186
2.925,0.9986,0.9982,1.0,0.0189
2.93,0.9987,0.9984,1.0,0.0192
2.935,0.9988,0.9985,1.0,0.0195
2.94,0.9988,0.9987,1.0,0.02
2.945,0.9989,0.999,1.0,0.0205
2.95,0.9989,0.9986,1.0,0.0189
2.955,0.999,0.9988,1.0,0.0193
2.96,0.999,0.9988,1.0,0.0192
2.965,0.999,0.9989,1.0,0.0189
2.97,0.999,0.9987,1.0,0.0178
2.975,0.999,0.9989,1.0,0.0178
2.98,0.999,0.9987,1.0,0.0167
2.985,0.999,0.9989,1.0,0.0167
2.99,0.999,0.9989,1.0,0.0158
2.995,0.999,0.9991,1.0,0.0156
3.0,0.999,0.9991,1.0,0.0148
3.005,0.9989,0.9988,1.0,0.0131
3.01,0.9989,0.999,1.0,0.0127
3.015,0.9988,0.9991,1.0,0.0122
3.02,0.9987,0.9991,1.0,0.011
3.025,0.9987,0.9993,1.0,0.0108
3.03,0.9986,0.9994,1.0,0.0099
3.035,0.9985,0.9993,1.0,0.0086
3.04,0.9984,0.9994,1.0,0.0078
3.045,0.9983,0.9994,1.0,0.0069
